,at,userName,content,score
10,2022-12-30 16:16:28,Silvya Saputri,sangat nyaman pakai bni mobile banking krna menunya sangat lengkap meski banyak org blg ribet krna menunya banyak menurutku sih nggak krna menunya emg smuaaaa ada aku udh ngecekin 11 dan luar biasa bni terlengkap mantaappp,5
11,2022-12-30 14:41:28,NUR ALIF PRAMUKTI,pernah jalanjalan ke yogyakarta nyobain ngaktifin aplikasi mbanking bni sendiri ngga ke kantor bni ternyata gampang dan simpel banget setelah berhasil aktivasi fiturnya lebih lengkap dari yg lainnya dari bayar kai karena sering pesen tiket lewat online hehe sampe top up ewallet dan transfer ke bank lain menggunakan bi fast gampang banget pokoknya bangga dan bahagia deh pake bni mbanking,5
12,2022-12-30 14:05:17,Tegar Dzikrullah,tolong di hp sharp aquos sense 4 plus tidak bisa sebelumnya bisa pada saat versi android 11 namun setelah saya update hp saya ke versi android 12 aplikasi bni mobile banking menjadi infinite loading yang dimana update itu adalah anjuran dari sharp untuk mengupdate hp agar memiliki os terbaru jadi saya tidak update dari luar anjuran sharp,1
13,2022-12-30 13:53:59,Gobeng Campursari,mohon maaf yaa bni perakara mau buat laporan bahwasannya saya sudah ganti device agar bisa login kembali ke mobile banking ehh malah dipersulit sama security kalian gak jadi deh aktifin mobile banking nya garagara ini jadi mau nonaktifkan tabungan bni terimakasih sudah nemenin transaksi selama ini,1
14,2022-12-30 13:35:06,Adek Tiur Zendrato,mantap ni fitur menunya ga susah dicari gampang nemunya pokoknya transaksi jd lbh mudah deh aman juga sukses selalu ya bni,5
15,2022-12-30 12:31:09,au liya,kenapa aplikasinya setelah di update gak bisa di buka ngebug trus udah di versi terbarunya udah nyoba yang disarankan tetep aja gak bisa di buka,1
16,2022-12-30 00:39:49,AKTELAH FIANOS,saya restart ulang perangkat berulang ulang kali akan tetapi selalu ada pemberitahuan aplikasi dihentikan karena ada ancaman keamanan seharusnya para pembuat setiap aplikasi yang akan diupdate dan di luncurkan harus mempertimbangkan perangkat nasabah yang lainnya agar bisa compatible dan tanpa ada kendala seperti ini ini malah diupdate bukan membantu malah membuat aplikasi yang tadi nya bisa digunakan malah menjadi trouble mohon untuk tindak lanjut perbaikan thanks,1
17,2022-12-29 21:02:44,Muhammad Algiffari,aplikasi tidak dapat di jalankan setelah update saya telah restart aplikasi restart handphone bahkan hapus dan instal ulang aplikasi tetap saja tidak dapat berjalan ini sangat merugikan saya apalagi saat ini berada di luar negeri susah untuk transaksi melalui alternatif lain harap pihak bni cepat tanggap masalah ini di review sudah banyak yg komplain ini bukan masalah hp kami ini masalah aplikasinya terimakasih,1
18,2022-12-29 20:14:42,Arif Rahman,aplikasi error mohon kepada tim agar diperbaiki bug nya karena setelah di instal ulang saat buka aplikasi langsung menampilkan blank saja aplikasi tidak berjalan sama sekali padahal kondisi hp sudah prima tolong di perbaiki bug nya dan laksanakan update aplikasi terima kasih,4
19,2022-12-29 20:13:38,Maz Jabrixs,kok tiba tiba saya g bisa login padahal sebelumnya login g ada kendala hari ini saya buka pas menu login pakai sidik jari kok g bisa terbuka padahal dulu tempel sidik jari langsung buka ada apa ini apk ini moemet sayanya,1
20,2022-12-29 19:00:15,komar septiyadi,bingung nih sama mbanking bni dari kemarin susah banget tidak bisa transaksi transfer antar bank ketika ketik nominal selalu close sendiri padahal sudah restart tetapi masih terus seperti ini terus juga apk nya agak lemot tolong lah diperbaiki agar kami mudah bertransaksi,1
21,2022-12-29 17:16:43,Wisnu,aplikasi tidak dapat di buka report 29 desember 2022 tolong di perbaiki oleh team developer agar dapat didebug dan solve errornya salam fullstack android developer,1
22,2022-12-29 15:09:26,Melia Rahmawati,tidak bisa dibuka terus padahal udah segala upaya dilakukan mulai bolakbalik uninstallinstall bersihkan chance bersihin memori bahkan udah clear app juga masiiiiiiiiih aja gabisa buka tolong ya buat development teamnya kalo ada yang ngeluh kayak gini tuh didenger pasalnya customer itu banyak banget yang arus transaksi via mbanking tuh dan masalah yang udah ada dari lama sampai sekarang ga dibenerin,1
23,2022-12-29 14:31:56,Tsabit Nabil,mohon didengarkan dan segera di tanggapiperbaiki secara cepat komplainan saya sama dengan teman2 nasabah pengguna mobile banking tidak bisa buka aplikasi bni mobile banking selalu menutup aplikasinya hp sudah coba di restart dan aplikasi sudah update yg terbaru mohon cepat di perbaiki agar teman2 nasabah bisa lebih praktis bertransaksi di bni mobile banking jangan kelamaan ini sudah lewat 4 hari tapi masih blm bisa di akses,1
24,2022-12-29 13:01:41,lina astiria,kalo kita ga punya android sistem webview gimana kita bisa menggunakan aplikasi bni mobile banking kok jadi semakin sulit yaaaa setiap hp kan ga semuanya punya sistem webview,2
25,2022-12-29 12:04:29,Fahrul ilham,hampir setiap akhir bulan selalu kenayg tiba ke pending lah transferan atau tarik tunainya dan saldo udah dipotong proses laporannya juga sangat lama sekaliitu duit kan hak kami para nasabah kenapa bisa selama itu prosesnya trus juga mau chat cs via mbanking juga responnya lama banget tolong diperbaiki sistemnya,3
26,2022-12-29 09:45:59,Novi muliyana,kenapa ya tidak bisa login setiap mau masuk tiba keluar sendiri dan aplikasi berhenti tolong diperbaiki ya agar lebih mudah lagi padahal sampah di hp sudah dihapus udh diunstal dan dinstal lagi tpi ttp aj gak bisa,1
27,2022-12-29 00:58:56,Jumri Rih,aplikasi tidak bisa di buka keluar dengan sendirinyasangat tidak nyaman jika di perhatikan dari sekian banyak ulasan itu hampir sama semua kendalanya tapi kenapa versi hp yang jadi masalah seharusnya bni membuat aplikasi yang bisa menyesuaikan segala jenis hp android bukan kita sebagai nasabah baru bisa menggunakan aplikasi ini kalau kita punya versi android sesuai dengan keterangan bni bagi saya bni belum bisa memecahkan masalah aplikasi ini agar nasabahnya bisa tetap nyaman,1
28,2022-12-28 22:30:49,chanell haris,sangat kecewa setelah update malah gak bisa masuk malah di suruh datang ke cabang terdekat sedangkan aku di luar negri sangat tidak puassss bni malah mempersulit pelannggan kecewa banget sangat sangat kecewa,1
29,2022-12-28 14:09:43,Ira Yunia Pratiwi,password transaksi sudah benar tapi selalu salah dicoba berulang2 tetep samamalah disuruh klik di pengaturan ubah password sdh saya tekan di bagian gambar matadan memang sudah sesuai,1
30,2022-12-28 09:15:44,Snow Purple,aplikasi perbankan terburuk yg pernah di buat karena sudah berulang kali mengalami masalah yg sama dan dialami hampir semua pengguna sesaat saja dia bisa digunakan setelah itu tidak bisa di buka sama sekali semua cara yg di kasi admin bni ataupun pengguna di review ini tidak bermanfaat,1
31,2022-12-28 06:20:59,Bunda Ratih,aplikasinya masih butuh banyak perbaikan g bisa di gunakan topup ewalet paswort salah terus mohon di perbaiki dong kalo memang mau jadi yang profesional ini g main main lo,1
32,2022-12-28 06:04:46,Anak Agung Gede Angga Dwipradipta,kenapa setelah update aplikasi malah makin susah untuk masuk bagi para pengguna bnimbanking ini terdapat keterangan aplikasi terus berhenti saya sudah usaha dgn menghapus cache dan data sampah dan redownload pada aplikasi tapi tetap tidak bisa mohon tindaklanjutnya dari pihak bni dan pihak play store terkait hal ini terimakasih,1
33,2022-12-28 04:14:55,echal 88,setelah update aplikasi bni aplikasinya tidak bisa terbuka gelap sudah restart clear cache dan restart unistall restart trus install tetap tidak bisa terbuka sama saja gelap kenapa ya,3
34,2022-12-27 18:24:58,hendri yansyah,mohon diperbaiki bug yang ada aplikasi beberapa hari terakhir susah dibuka padahal sudah update ke versi terbaru dan untuk scan qr code tidak mau terbuka padahal sudah di klik berkali kali mohon diperbaiki terima kasih,2
35,2022-12-27 13:42:41,Devi A,cache sudah dibersihkan software dan chrome juga sudah diupdate tapi setelah aplikasi mbanking ini diupdate knp jd ga bisa dibuka setiap dibuka selalu ketutup tolong segera diperbaiki,1
36,2022-12-27 10:02:51,Sammy Sham,punyaku ke reset sudah aku download lagi katanya suruh masukan semua data dah aku isi katanya kode frefensi mau dikirim via sms atau wa dua duanya dicoba gak dikirim2 dah sampai 3 kali gugur lagi harus nunggu besokdah aku coba sampai 3 kali pastinya 3 hari juga belum bisa gimana ini,1
37,2022-12-27 09:19:39,Bintang Mahameru,sudah 2 hari apk tidak bisa di buka muncul keterangan apk terus berhenti tolong di perbaiki mau melakukan kemudahan bertransaksi malah jadi terhambat saya sudah coba restart tapi sama saja masih tidak bisa saya juga sudah coba hapus cache dan data tapi masih juga ga bisa tolong segera di perbaiki,3
38,2022-12-27 05:11:20,Maria Samponu,diupdate untuk penggunaaan terbaru sudah hp saya d restart juga sudah sampe aplikasiy saya uninstal terus di instal kembali juga sudah tpi tetep aja ngga bisa di buka malahan minta aplikasiy ditutup tolong dong sistem bni mobile banking nya d perbaiki,2
39,2022-12-27 02:22:23,Ahmad Dion Dion,kenapa disaat saya mau mengubah pin selalu kluar bacaan mbx7 proses login tidak dapat dilanjutkanpastikan keamanan jaringan dn apliksi merupakan versi terbaru yg didonlod resmi dari app store berdasarkan perangkat anda bgaimna caramengatasinya sedangkn aplikasi sudah terupdate,1
40,2022-12-27 02:05:58,charlito mbot21,sering mengalami gangguan seperti transaksi tidak bisa diproses dan aplikasi tidak bisa dibuka karena alasan peningkatan pelayanan sehingga menghambat waktu pengguna bni mobile banking dalam bertransaksi tolong dioptimalkan lagi layanan bni mobile banking ini ada agar memudahkan customer bisa bertransaksi dari mana saja tapi jika gangguan seperti itu selalu muncul malah tidak ada bedanya dengan langsung ke mesin atm ini ceritanya mau memudahkan tapi menyulitkan,1
41,2022-12-26 18:15:56,eM Mustofa,beneran ternyata error data yang saya masukan sudah sesuai eh nyatanya malah error bintang 3 aja lah tapi ini khusus buat pegawai bni nya yg siap membantu saya untuk mengaktifkan mobile banking nya tanpa dipungut biaya tq,3
42,2022-12-26 13:14:38,Dede Sofyan,saya mempunyai 2 hp yang 1 sudah instal bni mobile dan bisa d gunakan saya instal d hp lainnya dengan rekening atm yang sama kenapa tidak bisa masuk saya instal d hp lain karna yang hp yang terinstal bni mobile rusak tapi ga bisa masuk,2
43,2022-12-26 12:55:32,black gruvi,ini bug apa gimana min habis update kenapa ga bisa di buka apk nya setiap mau buka langsung closing begitu terus restart hp udah tetep ga ada perubahan kemarin di unistal terus instal bisa di buka sekarang balik lagi ga bisa tolong segera di perbaiki klo udah bener bintang saya naikin,1
44,2022-12-26 10:19:36,Ivin 366,lama lama ini bank ditinggal nasabah daahh awalnya bisa dipake malah suruh ganti hp ke versi yang gede dengan alasan hpnya gak support k aplikasinya padahal saya punya apk my bankmandiri udah 2 tahun gak pernah ada kendala laaahh ini baru pake beberapa bulan aja udah banyak masalah dengan alasan harus sll update apk aplikasiny bukanya mempermudah pengguna malah nambah runyam pengguna,1
45,2022-12-26 07:40:56,MUHAMMAD RASYID NUR HAFIDZ,ini kenapa ya aplikasi tdk bisa di buka setelah update aplikasi berhenti terus mohon segera di perbaiki banyak transaksi akhir tahun ini tolong di perbaiki,3
46,2022-12-26 00:54:41,Nastasha Mufti,aplikasi sering berhenti sudah kosongkan memory izinkan latar belakang notif install ulang restart hp tetap gak mau juga gimana ini mau transaksi,2
47,2022-12-25 10:25:19,Golita Ponco Channel,android system webviewchrome dan lainnya sudah di update pun tetap gk bisa padahal saat ini saya perlu transaksi secepatnya dan ini bukan yg pertama kali saya jadi trauma pakai bni tolonglah segera diperbaiki sistemnya,1
48,2022-12-25 09:01:46,Krisna Damayanti N Z,mbanking dari kemarin tgl 24 desember sampai pagi ini tak pake transfer kenapa muncul eror eror mulu padahal apk sudah di updet kuota juga full sampe bete rasanya tolong ditingkatkan lebih baik lagi aplikasi yg sering dipake transaksi ini terima kasih,1
49,2022-12-25 05:55:32,Muhammad Rahmat,hallo min kenapa app bni saya tidak bisa dibuka ketika dibuka layarnya hitam sudah hapus data restart install lagi malah muncul kode 1101 ancaman telah terdeteksi aplikasi dihentikan sekarang kembali hitam lagi ketika dibuka mohon solusinya,3
50,2022-12-24 23:39:23,Nurul Anwar,aplikasi tidak bisa dibukasudah di instal ulang dan hp sudah d restart tapi aplikasi tidak bisa terbuka jugamohon admin pencerahannya sudah 3hr ini,2
51,2022-12-24 16:48:50,Mu'as Somah,kenapa habis update kok gak bisa dibuka sudah update crome restat hp ganti jaringan koneksi juga menyesal aku mengupdate aplikasi bni bangking nya jadi harus bolakbalik ke atm hanya untuk chek saldo dan tf,2
52,2022-12-24 16:22:16,Putri Amalia F,kenapa ya saya tidak bisa login padahal saya udah masukin pw dengan benar tapi muncul notifikasi alert suruh ganti pin gitu trs saya coba ganti pin di mesin atm dan bisa ganti pin tapi pas saya mau login mbakingnya pake pw baru tetep muncul notifikasi alert suruh ganti pin lagigimana solusinya tolong udah di restart tetep ga bisa,2
53,2022-12-24 14:50:02,David Husna,min tolong dong kok aplikasi bni saya ga bisa dibuka lagi setelah update biasanya lancar aja katanya ancaman telah terdeteksi gitu padahal saya butuh banget aplikasi ini,1
54,2022-12-24 13:31:48,evi farida,ini kenapa ya mobile banking saya sudah 3hari tidak bisa selalu closed kami kan butuh aplikasi ini agar praktis dan kami sudah restart hp berkali mali serta clear cache mbanking tetap saja tidak bisa tolong donk performa nya di perbaiki lagi habis update tgl 9 desember 2022 bukannya bagus malah nyusahin terima kasih,1
55,2022-12-24 09:54:26,Herwin,terlau banyak notifikasi dan menyedot banyak pulsa sangat tidak nyaman harusnya hanya untuk pemberitahuan dana yang masuk dan dana yang keluar terlalu banyak menyedot pulsa sangat tidak nyaman,1
56,2022-12-24 08:25:29,Gavin Habib Khend,nah gitu dong kan enak klo fast respown bug udh di perbaiki dan aplikasi bni mbanking udah normal dan lancar lagi ini baru produk bank demi memudahkan system pelayanan publik tanpa antri tanpa ribet kalo bisa untuk lain kali bug pemeliharaannya jangan lama lama,5
57,2022-12-23 19:20:32,itz_ Rauma,awalnya tidak ada masalh sekarang kok maubuka aplikasi dapat responnya seperti ini bnimobilbanking terus berhenti sudah di restart hpnya tidak ada perubahan,2
58,2022-12-23 19:13:40,Adnan s,penggantian password transaksi terbilang berkelit beberapa kali data yang dimasukan selalu di cap salah entah sistem dan regulasi keamanannya seperti apa tapi mayoritas pemakai mbanking memerlukan fleksibilitas dalam bertransaksi penggantian password maupun pin tidak seperti ewallet dalam melayani penggantian pawword maupun pin yang terlupakan terbilang mudah dengan keamanan sekelas tolong lah nasabah memakai mbanking dengan niatan mendapat kemudahan tersebut,3
59,2022-12-23 17:48:08,Riko Franscisco,sebenarnya aplikasinya bagus namun terkadang tidak bisa masuk solusi nya klau siapa saja yg mengalami kendala erorr klian coba aja login aja truss 510 kali nanti bisa kok musuk gua udh coba solusinya yg gua bilang tadi klau udh bisa msuk klian ubah aja untk lock aplikasinya ke biometrik biar mempermudh,4
60,2022-12-23 15:02:17,Mayang Dintarini,awalnya berfungsi normal kemudian tidak bisa dibuka sudah clear chace aplikasi tetap tidak bisa setelah beberapa hari coba clear chace playstore baru bisa dibuka kembali aplikasinya,4
61,2022-12-23 11:48:01,Irfan Sanjaya,awalnya sih lancar sebelum update tapi setelah update masuk ok giliran mau transaksi ini nih jam dinding terus dan bi fastnya juga selalu gangguan payah bni ini tolong perbaiki la jangan seperti terus,1
62,2022-12-23 09:03:00,Didik Anwar,sudah 2 hari ini aplikasi mbanking tidak bisa digunakan apa karna masalah dari jaringan nya sudah saya coba dri paket data juga dari wifi tapi sama tidak bisa aplikasi pun sudah di uninstal lanjut di instal lagi coba masuk tapi tetap aja tidak bisa terdapat keterangan bnimobilenew terus berhenti,1
63,2022-12-23 07:11:50,Putra Ginting,setelah update ga bisa buka sama sekali kembali ke tampilan hp udah delete aplikasi tetap aja ga bisa setelah diwload lg kiraen hp nya udah ga supoort pas pake bni sms banking malah bisa d buka aplikasi sms banking pelayanan itu harusnya makin baik doonkk ckckcck,1
64,2022-12-23 06:12:16,Anindya Istiqomah,setelah terupdate otomatis melalui wifi tibatiba gabisa dibuka sudah berulang kali instal uninstal clear cache sama aja tetap tidak bisa lalu wapri temen yg kerja di bni diminta uninstal aplikasi bni restart hp lalu instal lagi alhamdulillah bisa tks,4
65,2022-12-22 20:48:39,Iqbal Rohmadi,habis update ke versi terbaru malah error gimana nih tadinya aku kira sinyal yang error setelah liat playstore ternyata komennya pada sama error semuapadahal pas ada keperluan mau tf hadehhhh,2
66,2022-12-22 18:31:48,Sri Usmiati,mobile bni bbrp bulan berjalan lancar sudah 2 hari ini tiba2 tiap diklik utk buka aplikasi lgs minta tutup aplikasi atau kirim pesan sudah mengikuti saran hapus chace dan reinstal tetap aja ga bisa aplikasi untuk bank sebesar dan sepopuler bni bisa ya tidak compatible dan bermasalah ayo dong systemnya dicanggihin,1
67,2022-12-22 09:22:25,Anggita Mayang Arum,aplikasi tidak bisa dibuka sudah instal ulang hapus cache tetap tidak bisa dibuka bagi yg memiliki permasalahan sama silakan coba update perangkat lunak,4
68,2022-12-22 09:04:28,Alvin Gunardi,pas update aplikasinya mau login ulang untuk aktivasi di bikin sulit harus datang ke bank bni lagilah saya penuna bni yg jauh dari lokasi bank bni harus bolak balik lagi saran saya agar di permudah untuk login aktivasi ke aplikasi sperti dulu pas belum di updatetrima kasih semga di perbaiki untuk loginnya ke aplikasi,1
69,2022-12-21 10:18:10,Thomas Matulessy,parah mau login disuruh ganti pin setelah mengikuti proses ganti pin dan menerima kode otp malah tidak bisa lanjut ke halaman berikutnya utk memasukkan kode otp pesan yg selalu muncul adl koneksi terputus padahal sinyal wifi di lokasi saya sangat bagus bar penuh sudah bersihkan memori hp dan cache dan reboot hp tapi tetap saja tidak bisa,1
70,2022-12-21 08:30:41,anhar faisal fanani,hahahha awal2 lancar jaya sentosa selanjutnya seperti pada ulasan yg lain apk berhenti begitu terus sampe batre drop udh treatment restart dll pengelola tdk perlu repot2 balas komen saya ini untuk menghubungi cs dsb dst karena setelah dihubungi tdk ada solusi ttg masalah ini seperti malah baca template csnya hahaha,1
71,2022-12-21 06:03:41,Dhesy Alfian Rizki,kenapa ketika di buka ada tulisan aplikasi terus berhenti sudah segala upaya dilakukan sudah instal ulang sudah restart hp tidak pakai wifi tp tetap seperti itu ini gmana si bni mau transaksi mudah malah sulit bgt sudah 2 hari aplikasi tidak bisa di pakai,1
72,2022-12-20 17:16:58,Ismayani Is,yasalaaaam udah berapa hari mau transaksisetiap login pasti logout otomatis bni mobile new terputus kayak gitu teruuuus udah di hapus chace udah gak terhitung di uninstaltrs instal lagi tetap gak bisaa solusi nya doooong,1
73,2022-12-20 16:19:40,trianto wibowo,saya sudah restart clear chace sampai uninstall tapi kok tetap ngga bisa dibuka ya apps nya android saya sudah versi yg terbaru rutin update semua apps,2
74,2022-12-20 15:21:04,ali zacky,kak kenapa aplikasinya ngebug enggak bisa dibuka sama sekali sampai tak uninstall dan install lagi masih bug kak gk bisa masuk sama sekali,1
75,2022-12-20 14:08:53,Rahma Diyan,pak bu tolong dong ini aplikasi bni banking saya kenapa ya di klik aplikasi nya kok malah mental baik lg ke layar menu hp nggak mau kebuka tolong dong pak bu solusi nya padahal sistem android dan versi aplikasi sudah update,1
76,2022-12-20 12:36:57,Kusuma Rizki,setelah update gak bisa masuk aplikasi auto force close langsung balik ke menu utama padahal mau transaksi,2
77,2022-12-20 12:35:40,Joey F 151,bintang 2 dlawalnya bagus dan lancar tapi tiba2 ngga bisa di buka dan di gunakansdh berulang kali uninstal dan instal ulang tetep ngga bisa masuk juga,2
78,2022-12-20 12:04:35,Vin Vino,edit sudah di perbaharui semuanya namun tetap saja untuk updte yg terkhir ini force closed mulu sudah donload ulang masih sama ga bisa di buka tolong sgera di perbaiki,1
79,2022-12-20 10:34:31,Barin Saputra,fiturnya sangat lengkap mudah dan simpel menggunakannya keamanan yg berlapis sehingga bikin nyaman tidak bikin was was bisa digunakan 24 jam sehari ada transfer ke luar negeri yg belum dimiliki bank tetangga fiturnya selalu update dan mengikuti kebutuhan nasabah setiap transaksi sekarang ada poinnya bisa ditukar dgn gift,5
80,2022-12-20 09:25:31,Reza Ahmad,aplikasi terakhir setelah dipdate 9 desember ga bisa dibuka sudah mengikuti petunjuk sesuai saran cs diclear cache diunistall reinstall cek web view system terbaru app chrome terbaru n direstart masih tetep sama ga bisa dibukamohon pencerahannya,2
81,2022-12-19 21:17:09,PENDIDIKAN PANCASILA,knpa ya aplikasi bni mobile bankingnya di hp saya ga bisa dibuka selalu ada notif hapus aplikasi paksa berhenti padahal sebelumnya lancar saja apakah ada yg salah saya udah ikutin berapa trik dari jawban ulasan yg lain tapi tidak ada yg berhasil mohon bantuannya ya terimakasih,1
82,2022-12-19 20:56:12,Enis Yuni,aplikasi tidak bisa digunakan bolak balik error 304 telp call center disuruh clear cache clear data restart hp sebelum telp jg sudah dilakukan tapi hasilnya tetap error telp call center berharap bisa dibantu ternyata dikasih solusi yg useless mau coba ke cs di kacabnya kalau masih tidak ada solusi ya lebih baik ganti bank sajalah mau transaksi cepat malah bikin emosi,1
83,2022-12-19 20:21:20,Ulin Nuha (Nuh22),setelah update aplikasi tidak bisa dibuka aplikasi teeus berhenti padahal android system webview dan chrome sudah versi terbaru,1
84,2022-12-19 18:38:11,Viryanto Hari wibowo,layanan yang biasanya bagusjarang sekali errorkenapa 2 hari ini tidak bisa dibukatidak meresponselalu behentimohon ditingkatkan lagi pelayanannyapekerjaan dan transaksi jadi terganggu,5
85,2022-12-19 17:24:58,cholishoh alba,ahir ahir ini knp aplikasi minta di update melulu update sudah hapus cache sudah hapus data jg sudah matikan wifi ganti data sudaaah ttp gk bs dibuka di uninstal pun nantinya harus ke bank nya langsung antrianya menghabiskan waktu agak jauh pulawahai bni tolonglahdi perbaiki syistemnya biar tdk menganggu activitas lainya ini tgl 19 des 22,2
86,2022-12-19 12:03:29,Reni Rani,kenapa setelah update apk nya malah ga bisa login udah bbrpa kali download uninstall download uninstall ttep sama tolong perbaiki lagi jadi ribet klo harus ke bank terus karna kerja,2
87,2022-12-19 11:21:28,H.Narto SPriyanto,tolong perbaiki berhenti trus gak bisa di buka semakin lama aplikasinya gak bagus respon perbaikkannya juga lambat gak ada tanggapan aplikasinya layanannya lama lama gak bagus setiap hari asal di buka berhenti trus,1
88,2022-12-19 07:15:31,Muhammad riza,hal yang sama yang saya alami dengan yg lainsetelah update malah tidak dapat loginpadahal saya lg di luar negeri ingin melakukan transaksi jadi terkendalasetelah update ini dan itu seperti ulasana yg di berikan tp tetap aja gk bisasemaking burukmbuat saya kecewa,2
89,2022-12-18 20:12:40,Intan Amelia,ini gada bintang 0 ya untuk aplikasi yang selalu error susah ya transaksi jadinya dikit2 error dikit dikit error mana gabisa diselesaikan online harus dateng ke cabang terdekat kapok deh pake bni mending beralih ke bank lain aja sekalian buka rekening bank lain,1
90,2022-12-18 18:29:39,Unan Jaya,bagi yang habis di update terus ga bisa kebuka aplikasi nya coba di reset ulang pengaturan hp nya terus mulai daftar bni mobil lgi kaya awal saya sendiri udah coba dan sekarang berhasil,5
91,2022-12-18 17:58:46,Wisnu ari priambodo,sangat buruk saat digunakan transaksi selalu eror keterangan disuruh langsung datang ke kantor cabang terdekat mau datang ke kantor cabang males banget antri nya lama mau dipindahkan ke device lain juga susah sangat menghambat bisnis ini karena ribet digunakan untuk transaksi heran aja kok aplikasi ini di playstore ratingnya bisa 47 padahal pas lihat review banyak banget yg mengeluhkan aplikasi ini sangat buruk dan banyak eror nya,1
92,2022-12-18 11:02:57,tika pitaloka,duhh kenapa malah gak bisa dibuka sma sekali setelah di update udah cba di uninstal n instal lagi tetep aja gak bisa di buka malah balik kemenu hp padahal udah nyaman transaksi di bni mobile,2
93,2022-12-18 09:29:33,Muhammad Habibi,duh ka perbaruan 9 desember nih aplikasi banyak masalah suka eror force close ada tulisam eror di aplikasinya jd force close kacaw amat ya trus mau login skrg harus ke bank lagi minta verifikasi pdhl sblmnya enak tanpa ke cs verifikasi lewat email dan nomer wa yg terkait aja cukup membantu soalnya kalau mudah dgn aktivitas sibuk sprtti kita kita ini yg ga harus bulak balik ke cs,2
94,2022-12-18 02:12:49,Ilham Cholis,aneh banget ni aplikasi kalo lqgi di butuhkan sekali eh malah ngga bisa di buka padhal sudah update berkali kali tapi malah bukannya tambah mudah malah tambah sulitolong dong developer nya di benerin ni aplikasinya,1
95,2022-12-17 15:50:59,Yuna,sumpah bikin kesel banget baru aja di download gk bisa dibuka trs tadi sblm dihapus aplikasinya gk bisa aktivasi pdhl aku udh masukin userid dll tapi gk bisa knp harus ke kantor cabang aja biasanya jg di rumah bisa tolong perbaiki semuanya developer,1
96,2022-12-17 10:35:04,Mudjiono S. Sos,setelah update versi 581 terus aplikasi tidak bisa dipakai dengan peringatan bnimobile new terus berhenti info aplikasi tutup aplikasi kirim masukan padahal sudah saya clear chace penyimpanan juga saya instal aplikasi ini bni mobile banking berkali kali mohon bni memberi solusi terima kasih,5
