,at,userName,content,score
20,2022-12-28 18:48:07,Hijau Natural,ini aplikasi jadi gak guna ya karena ganti device nomor masih yang sama dan yang lama udah verifikasi 10x selalu gagal saya udah pegang ktp kartu atm buku rekening alasannya keamanan tapi bikin ribet gak mungkin maling pegang semuanya udah hubungi chat wa juga gak guna sama sekali harus ke cabang juga mikir kek gak semua org ada waktu buat ke cabang cuma ngurus hal sepele gini,2
21,2022-12-28 16:34:04,Mercy E200,aplikasi gagal verifikasi terus aneh udh sesuai intruksi tetep aja gagal komplain whatsapp tidak menjawab keluhan lagian pake verifikasi wajah ngapain coba udh otp padahal,1
22,2022-12-28 13:14:48,David Okta nugraha,pembaruan terbarunya buat ribet udah berkali saya coba vrifikasi wajah malah di suruh coba lagi coba lagi terus dan akhirny skarang malah gak bisa ke pakai mbca nya bagusan versi yg lama harap di perbaiki lgi,1
23,2022-12-28 12:27:18,Elman Bintaro,ini kenapa scan wajah gagal terus aneh banget makin ribet aja kalo buat aplikasi yg bener kenapa udh di ulang berapa kali jga tetep aja gak bisa bisa,1
24,2022-12-27 22:20:56,Nuna Unnie,harusnya di tambahin fitur notifikasi transaksi jadi apa bila ada transaksi masuk kita bisa tau ada transferan masuk dari siapa siapanya tolong kalau bisa di upgrade lgi applikasinya biar lengkap seperti mbanking dari bank lain yg aku punya itu udah lengkap bgt,3
25,2022-12-27 21:34:10,Ahmad Zaki,gimana inidata sudah benardata juga sudah sesuai ktp tp gagal terus verivikasinyahabis diupdate harusnyasih lebih baik,1
26,2022-12-27 15:46:07,Wiwik Indrawaty,diupgrade malah bukan makin mudah utk verifikasi malah makin sulit gagal terus upload fotonya malah harus kekantor hanya utk verifikasi kalo dkat tdk mengapa tp yg lokasinya rumahnya jauh cukup repot dan memakan waktu,1
27,2022-12-27 14:34:47,Arba Dhuhatama Yusuf,aplikasi update malah bikin ruwet sesi verifikasi e ktp wajah justru mempersulit pengaktifan mbca gagal terusss isi data sudah benar semua kenapa tidak ada lagi opsi verifikasi lewat sms kode otp telpon cs gak bisa langsung selesai saat itu juga era serba digital apa masih harus antri ke bank kalau cuma masalah sepele seperti pengaktifan mobile banking maksud hati bca ingin keren tapi sistem aplikasi tidak mendukung bukan mempermudah customer malah justru mempersulit,1
28,2022-12-27 11:36:32,Trii Rahayu,dicoba di rumah verifikasi ga bisa pergi ke cs sinyalnya malah merah trus udah di coba berkali ngerefresh masih merah aja ga berubah bolak balik verifikasi sms sampe abis pulsa kesedot ttp ajaa ga bisa kenapa jd ga bgt gini sih sekelas bca loh inii,1
29,2022-12-27 11:23:36,Stefani Roseina,mbca eror gk bisa bwt login padahal koneksi internet masih ada banyak baru beli paket data di mbca nya selalu tertulis notif koneksi jaringan tidak ada vertifikasi susah padahal data semua benar malah atm saya di blockir gaje ni apk semenjak update d desember ini malah makin parah apknya mending an yg dulu,1
30,2022-12-27 10:57:34,Rizki Ramdhani,sekarang sering error tolong lah maintenance nya diperhatikan kasih pemberitahuan dulu kalo memang mau ada perbaikan atau apa jd bisa prepare bank swasta terbesar kok gini pelayanan mbankingnya,1
31,2022-12-27 10:46:10,Hermawan Wisnu,saya kecewa jaringan bca mobile tidak pernah bagus menunggu lama tetep aja indikator masih merah dan saya ganti pakai jaringan wifi pun sama tetep indikator jarang hijau so disimpulkan app nya masih bermasalah,1
32,2022-12-27 10:26:27,Dusya Acdert,ini kenapa tambah aneh2 aja pake acara verifikasi poto2 segala sekarang udah semua bener sesuai instruksi tetep ga bisa boleh aneh2 tp yg pro agar ga ada bug error or ga bisa tambah aneh2 aja atm bca jadi males,1
33,2022-12-26 22:28:29,Evan,verifikasi wajahnya lebih baik dihilangkan malah membuat nasabah ribet tiap verifikasi gagal mulu padahal pemilik akun asli yang ada malah rugi krn pulsa terpotong tp gagal verifikasi,1
34,2022-12-26 21:15:53,Eddo Arveesco,setelah update saya membeli hp baru saya install aplikasi bca mobile ini saya disuruh verifikasi wajah hampir 3x dan semua dikatakan tidak cocok sangat tidak efisien aplikasi lain seperti dana verifikasi wajah cukup mudah aplikasi bca ini jgn sok memperibet lagi deh dari awal saya ingin bertransaksi supaya mudah ini diperibet dengan verifikasi wajah saya baru beli hp baru boss bukan org lain yg pakai rekening ini,1
35,2022-12-26 20:01:56,Amanda Ade,maless bangett asli penanganannya lama banget kalo buka rekening baru kalo bukan karena urusan kerja g mungkin aku belain download ini kalo bisa penanganannya cepatt kaya bank sebelah jadi bingung kalo mau merekomendasikan bagus atau ndak lemot bangt,2
36,2022-12-26 17:38:04,Magda Ciel,kenapa sulit sekali masuk utk verifikasi wajah dan ktp padahal pulsa tersedia sinyal internet juga bagus tapi tidak bisa kemudian saya telpon cs bca beberapa jam kemudian baru bisa masuk utk verifikasi wajah dan ktp tapi hasilnya gagal padahal ktp sudah terbaru wajah juga sama mohon jgn di ribetribet kan verifikasi datanya kita nasabah juga urgent butuh m banking,1
37,2022-12-26 17:37:36,Nabila Early,saya juga tidak bisa login dan selalu muncul mli aplikasi dan tutup aplikasisudah ta uninstal dan download beberapa kali tetep ga bisatolong cari solusinya,1
38,2022-12-26 17:16:47,aris mardiansyah,setiap update selalu tidak bisa masuk password udah bner harus verifikasi lagi aneh dah,1
39,2022-12-26 16:12:38,ary afriadi,poor verifikasi muka bca tolong untuk bagian it dan feedback baca ini dari beberapa apk perbankan saya paling lama pakai atm dan app mbca dan skrg sudah ada proteksi tambahan memakai verifikasi muka tapi ketika saya pakai fitur tersebut malah saya gagal verifikasi muka sedangkan app perbankan lain verifikasi muka selalu berhasil sangat disayangkan hanya verikasi muka di bca mobile saja yang tidak bisa harusnya verifikasi itu dipermudah bukan mempersulit jadi harus ke kantor cabang,1
40,2022-12-26 12:01:33,Sabta Seven,gak bisa login harus verifikasi wajah tapi gak mau masuk ke kamera nya gagal mulu sampe gonta ganti handphone buat daftar ulang tetep gak bisa padahal lagi urgen cuman ngabisin pulsa buat verifikasi nomor mohon untuk perbaikannya,1
41,2022-12-26 11:06:11,Bello Bangor,nyedot pulsanya terlalu kenceng belum sampai terhubung ke castamer service sudah makan pulsa 17000 hitungan detik tolonglah kasih nomor yang bebas pulsa biar kalau ada apaapa enak untuk di hubungin tidak banyak bicara,1
42,2022-12-26 09:43:27,Nash Rullah,tolong di downgrade ke yang lamakalau mau upgrade di perbaiki masalah bug sinyalnya aja gak perlu deteksi wajah,1
43,2022-12-25 18:44:24,ArKa Bray,setelah update qris tidak terdeteksi aplikasi lain seperti dana dan gojek terdeteksi ketika ingin membayar entah ini hanya terjadi di device saya atau bukan yang jelas ketika ingin menggunakan qris di bca mobile qr tidak terdeteksi mohon bantuannya,3
44,2022-12-25 14:41:47,Jeff Amarta Aritonang,mau login mbanking karna ganti hp aja ribet nya minta ampun harus verifikasi wajah persis kaya ktp terus kalau foto ktp nya gondrong sekarangnya botak harus pake wig gitu keamanan sih keamanan tp yg logis lah,1
45,2022-12-25 13:31:09,rexmix,ribet gajelas ini developernya pake mesti verikasi wajah dikira kita mau pinjol kali neh pdhal mau bayar2 lebih mudah malah makin ribet mending kalau jalan ini malah error terus developernya aneh aplikasi gini kok bisa lolos qa jangan dirilis lah mending dibalikin yang sebelumnya pasti jawabannya disuruh ke cs kalau belum siap dirilis di hold dl masa langsung diliris ngaco banget ini asli malam2 bikin gondok,1
46,2022-12-24 16:38:28,Ary Pratama,habis update suruh verifikasi muka malah ga bisa sampai sekrang ga bisa buat transaksi buat apa disediakan fitur muka tapi yang punya malah ga kebaca malah sia sia punya aplikasi mbca tolong diperbaiki,1
47,2022-12-24 14:41:35,Nasihudin Udin,males sekarang gunakan mbking bca tadi nya aktif dengan normal suruh perbaharui udah di perbaharui suruh foto udah foto tapi ga pernah berhasil udah nyoba berapa kali ajah ga bisa mending saya apus kesel saya,1
48,2022-12-24 10:32:12,Galuh Noviyanti,ini setelah di upgrade kok mlah mempersulit sih bcahaduhhmau transfer dan liat saldo aja harus verifikasi datawajah dulu udah gt gagal terus pas verifikasi wajahpadahl dibutuhin bgt ni apk jadi ga guna apk nya tolong lah diperbaiki ini mempersulit nasabah,1
49,2022-12-24 08:47:16,Yayan Smileboy,gimana ini diupdate malah scan ktp sm wajah malah gagal terus padahal sudah benar jadi tambah repot nasabah klo begini tlg diperbaiki lagi sistem verifikasi ktp sm wajahnya kecewa bgt,1
50,2022-12-23 23:54:46,Alvaro kids channel,ini kenapa susah sekali verifikasi wajah ya min sudah berulang kali selalu gagal sedangkan data ektp sudah sesuai upgrade kok malah bikin kami sebagai nasabah jadi kesulitan bertransaksi,1
51,2022-12-23 21:06:20,muhammad rafly,ditungguin kode otp lama bangetsampe masa sms abis otp belum kekirim trs minta otp lagi ttp sama ok di tunggu sampe 5 menit muncul tu otp tapi yg bikin sialnyakode otp salah yg pertama padahal udh sesuai yg dikirim trs ngisi yg kedua juga sama klo salah ngapain ngirim otp yg gaguna gitu gaje banget malah ke blokir jadinya bikin kerjaan aja harus ke bank,1
52,2022-12-23 20:01:58,Annisa Nurul Fatimah,saya kapok hehe gabakal lagi hapus aplikasi bca mobile garagara saya hapus aplikasi saya jadi ribet sendiri harus update data lagi ke kantor bca tetapi selalu takjub dengan pelayanan staff bca mereka profesional membantu semua kendala hingga customer puas semoga aplikasi ini selalu aman,4
53,2022-12-23 18:10:58,Fm Shop,bca kapan mau diperbaiki sdh masukin data benarktp asliverifikasi selalu gagal sangat sangat menyulotkan setiap aktifitas selalu pakai m bca tp skrg ga bsa login,1
54,2022-12-23 17:04:45,Nathan Ajmal Alzaidan,sengaja saya kasih bintang 1 karna tiap mau video call selalu koneksi buruk padaha sinyal bagus pake wifi atau pake data sama aja kaya gitu mohon itu data saya di jaga baik,1
55,2022-12-23 11:10:04,RED PANDA,verifikasi muka gagal terus foto sudah bagus cahaya sudah terang pake muka sendiri sudah mengikuti yang di terangkan coba diulang tetap sama gagal bikin repot,1
56,2022-12-23 02:29:07,Indah Virsyanasari,dulu saya sangat nyaman menggunakan bca mobile mudah dan cepat kenapa sekarang harus ribet verifikasi wajah dan selalu saja gagal disuruh ulangi lagi gagal lagi begitulah seterusnya buangbuang waktu saja,1
57,2022-12-22 20:56:38,Endah Marliana,hallo ka saya udh updte mbca diplaystore pas vermuk udh gak ngelak cuma vermuknya gagal harus pengkinian data padahal saya udah pengkinian data gimana ini ya solusinya soalnya repot kalau gak pake mbangking trimakasih,2
58,2022-12-22 18:44:18,Joni Asgar,aplikasi parahdi update malah verifikasi wajah ketika verifikasi slalu gagal hadehh parah ini aplikasi mending di hapus dari playstoremakanin pulsa doang tapi ga bisa login bukan mempermudah malah mempersulit,1
59,2022-12-22 17:16:02,Aji Pangestu,pantesan mbanking bca gua error kirain emng salah atau gimna gk taunya abis update aplikasi terbaru bnyak keluhan masuk kode aktivasi trus muncul tulisan 205 sementara transaksi tidak dapat diproses bla bla ini gimna sih,1
60,2022-12-22 15:12:07,Fauzan Nurhakiki,kenapa sekarang baca sulit sekali setelah di update mau cek saldo harus verifikasi wajah dulu udah gitu deteksi wajahnya gagal mulu kenapa sih harus begitu padahal pakai pin saja juga cukup kalau mau deteksi wajah harus di perbaiki lagi ai nya soalnya foto ktp itu waktu masih muda beda dengan yg sekarang,1
61,2022-12-22 13:33:59,ZyanAzyani Channels,hallo saya nasabah baru kesan pertama sama biasa saja terlebih lagi saat melakukan pembukaan rekening melalui app ini sangat membutuhkan sinyal yang kuat padahal dari segi tampilan terlihat biasa saja kurang menarik mungkin bisa jadi masukan,3
62,2022-12-22 11:52:10,Maria Irlene,saya gabisa login dengan nmr lama lalu saya input nmr baru di atm sudah isi pulsa dan paket data di nmr baru tapi setelah mencoba login lagi dengan nmr baru pulsa sudah terpotong tapi tulisan yg keluar malah disuruh daftarkan nmr di atm lagi bagaiamana ini,5
63,2022-12-22 09:45:22,Melda Istiqomah,kenapa pas verifikasi ktp dan wajah gagal gagal terus padahal sudah sama dan asli semua apakah sistem pendeteksi wajahnya jelek tolong diperbaiki lagi sistemnya kalo bisa di permudah kenapa di persulit saran saja kalo gak percaya pake foto mending video call saja,1
64,2022-12-21 23:27:15,hudzayfah losari,mbca repot untuk login semua data lengkap giliran foto wajah ga respon mohon di permudah nambah sulit tapi tak ada solusi yg tepat balasannya sama mohon maaf atas ke tidak nyamanan seolah tidak peduli kepada nasabah yg biasa mempergunakan bca mobile ini sama aja jadul harus ke atm,1
65,2022-12-21 21:11:46,eno djalil,fitur pengenalan wajah sangat burukknp hrs adayg sebelumnya udh bagus malah jd buruk karena ada pengenalan wajahia kalo fitur pengenalan wajah bisa lgsung baca profil ktlah ini malah ga kenal kan goblokkkkk,2
66,2022-12-21 18:49:16,Liviana Muhayatul Khoiroh,semua data sudah benar udah foto sendiri wah teknologi scan wajahnya kurang mumpuni kalau mau tiru2 apps sebelah pastikan kemampuannya dulu aplikasi jadi gak guna mohon segera diperbaiki,1
67,2022-12-21 17:32:16,Dhoni Daisuke,maksut hati ganti mbca di hape baru ternyta verifikasi selalu gagal data sudah benar photo uda pake senter biar jelas wajah saya eehhh ternyta gagal total tolong hapus aja verifikasi wajahnya merepotkan sumpah,1
68,2022-12-21 15:34:20,Meyla Ariany,jadi jelek gini aplikasinya mau pake malah ga bisa harus verifikasi tp malah gagal mulu benerin dong appnya banyak banget review yg ngalamin hal yg sama tp ga di bener2in,1
69,2022-12-21 15:19:31,Ismail Jatmiko,setelah saya upgrade apk ini sepertinya jadi tidak menjadi up malah down menurut sya karena data saya sudah benarverifikasi wajah sudahtetap tidak bisa login,1
70,2022-12-21 13:22:47,Irwan Gunawan,setelah update malah makin kacau minta verifikasi wajah tp gak berhasil2 yg ada gw malu di jalan verifikasi wajah terus udh dikira mau pinjol padahal lg butuh buat transaksi buat semua yg komplain jangan lupa kasih bintang 1 juga biar segera diperhatikan aplikasi nya dan buat yg bikin aplikasi ini silahkan belajar lagi biar klo bikin apk atau update itu tujuan nya apk lebih aman dan mudah bukannya malah jd bikin susah pengguna,1
71,2022-12-21 10:31:29,Adrianus Angga,untuk verifikasi masuk jadi susah pengenalan wajah selalu gagal tapi setelah menghubungi halo bca dalam waktu 1x24 jam bisa teratasi bisa masuk dan login lagi di bantu verifikasi oleh pihak bca,5
72,2022-12-21 09:00:12,Kaneki Ken,fitur verifikasi wajah sangat bikin sulit kan data ktp sudah valid sudah terdaftar jga klo misalnya ktp tahun 2010 sama sekarang kan wajahnya pasti beda tolonglah jangan dipersulit untuk daftarnya ya kali bikin ktp lagi ribet bca,1
73,2022-12-21 06:23:17,Tengku Aziz,parah banget jadi gak bisa transaksi setelah upgrade dahal dh isi semua nya gak jelas makin lama bca terlalu ribet menurut saya kenapa upgrade bukanya makin maju makin sulit duhh hampir aja tadi saya malu karna kartu ketinggalan naik gocar berhenti di alfa gak bisa apa apa lagi pokoknya bca tambah ribet makin kesini,1
74,2022-12-20 21:08:31,Riswan Daniawan,setiap ada pembaruan selalu saya update tapi gak ada perubahan apapun dari ui aplikasinya cuma kemarin bisa lihat saldo tanpa pin aja udah itu doang gatau apalagi yang diupdate mungkin bug selama pakai mbca sih belum pernah nemu bug entahlah mungkin ada sesuatu di dalam sana,3
75,2022-12-20 17:38:38,Wayan ROG,verifikasi wajah gagal sehingga mbanking saya diblokir padahal scan wajah sendiri kok malah gagal selain itu pada saat scan terjadi keanehan pada kualitas kamera depan ponsel yang cukup buram dan warna berlebihan di aplikasi bca mobile saja kamera handphone padahal normal tidak rusak dan dibuka di aplikasi lain jernih developernya apakah gak bisa testing setelah deploy programnya bug separah ini bisa lolos rilis ke publik dan bikin repot nasabah,1
76,2022-12-20 15:08:37,MYL,di perbarui malah gak bisa masuk abiskan pulsa buat smsminta verivikasi wajah dan ktp berulang sampai 3xtapi tetap gak bisa masukujung2 nya di suruh ke kantor cabang buat pembaruan data bca kok bukan nya maju malah mundur tenknologinya kalah canggih dengan bankbank digital terima kasih,1
77,2022-12-20 14:47:50,Novia Amilia,udah ke kantor cabang bca buat daftar m banking sekalian eh udah dicoba tetap aja gk bisa segala cara udah dicoba tapi ttp aja gk bisa login m bangking karena gak ada sms konfirmasi yg ngirim kode nyapdhal kartu nya sma pada saat registrasi di kantornya jaringan stabil kartu juga cuma sim utama pulsa juga adatapi tetap aja nggak bisa buat m bankingjadi susah kalo mau transaksi online,1
78,2022-12-20 10:56:33,Anna Masayu,saya sangat kecewa sma bca sekarang yg harus pake verifikasi wajah saya sudah ke cabang bca tapi tidak ada solusi dan saya sdh menelpon halo bca untuk menonaktifkan kartu saya dan mendaftarkan kembali namun tetap gagal setelah verifikasi wajah tolong pihak bca kasih solusinya bagiamana karna saya sangan butuh banking mobaile,1
79,2022-12-20 08:45:54,May Rukmaini,haduh jadi tidak bisa transaksi karena update dan verifikasi selalu gagal berkali kali dicoba padahal sudah sesuai kalau memang aplikasinya blm siap untuk update lebih baik tetap di versi lama,1
80,2022-12-20 06:34:47,doni 1933 (doniR1933),stelah upgrade knapa jdi susah login ya verifikasi wajahktp gagal terus padahal data udah benar dan sesuai jadi ribet gini bca parah,1
81,2022-12-20 00:03:53,Nashir Mudzakir,alangkah bagusnya apabila mutasi rekening nya lebih mendetail bukan hanya uang keluar masuk saja tapi dari jumlah uang masuk tersebut jadi berapa uang yang kita miliki dengan begitu user bisa tahu awal bulan pemasukan berapa dan dari pemasukan tersebut uangnya jadi berapa,3
82,2022-12-19 12:27:50,Singa Menggala,vermuknya menghambat ganti hp 2 kali smpe 3 jam baru bisa masuk skrg ganti ho yg k3 malah g bs nasuk stlh 4 jam gagal terus menghambat sekali data sama wajah yg sama angel ruwet rungkad harus ke cabang bca terdekat jauh dan ngantri aplikasi yg sangat menghambat cuma mau makan pulsa doang krn harus beli dgn kuota saja ga bisa makan pulsa menghambat pula sangat merugikan sekali cukup 16 dgit password dan pin ajalhadata kan sdh ada ketika awal buat bikes,1
83,2022-12-19 11:24:00,Eva yuliana Safitri,verifikasi wajah ga bisa sama sekali msh lebih suka yg dulu verifikasi pakai pin cepat ganti jangan verifikasi wajah karna sy udah nyoba puluhan kali tetap ga bisa mempersulit hidup saya aja sy mau melakukan pembayaran jd ga bisa rating terburuk yg sekarang ini untuk mbanking bca,1
84,2022-12-18 15:12:51,Foobi,melakukan pendaftaran lancar tanpa ada kendala cuman 30 menit langsung selesai lama karena banyak baca dulu dan fitur notifikasi agar lebih bermanfaat bisa digunakan untuk pemberitahuan saldo masuk jangan cuman pajangan,4
85,2022-12-18 07:10:59,Agus Hidayat,di upgrade malah gak bisa login verifikasi wajah udah eh malah suruh update data diri ke cabang bca terdekat gak jelas update yang sangat mengecewakan jadi gak berguna aplikasinya pulsa mah abis buat biaya sms hapus aja sekalian aplikasinya dari playstore gak guna,1
86,2022-12-17 22:58:03,Fatikhin arrohmat,bca mobile harusnya bisa meniru mandiri mobile dengan tampilan menu komplit dan history transaksi bisa di akses ful sebulan bahkan sampek 1 tahun knp bca cuma satu minggu yg bs di akses history transaksinya,3
87,2022-12-17 15:20:13,Wahyu Aji Prasetyo,sudah pakai 1 slot kartu sim sudah pakai paket data sudah saya restart hp sudah saya uninstall apknya lalu install lagi pulsa juga ada banyak tetapi 7x mencoba aktivasi tetap tidak bisa katanya disuruh menekan huruf i di pojok menu aplikasi dan suruh verifikasi ulang tapi pas saya tekan huruf i tidak ada verifikasi ulang,5
88,2022-12-17 13:45:11,Vika Cempaka,sekarang ribet banget pindah hp harus verifikasi wajah tapi gagal terus ujung2nya harus telpon cs ribet makan waktu kalau aplikasinya belum siap mending ga usah deh verifikasi segala lebih simpel dgn apk yang lama kalau udah diperbaiki dan dipermudah nanti saya tambahin bintangnya,1
89,2022-12-16 21:55:24,Diane Gunawan,knp seering bgt berkurang saldo emang gk banyak cuma puluhan ribu tp gk ada riwayat mutasi tolong bca lebih baik seperti dulu kalo cek saldo pakai no pin dan terjadi lg hari ini 20rb lebih tnp riwayat mutasi lagi hampir tiap hari loh,2
90,2022-12-16 01:17:40,Mu'adz,kenapa sekarang dipersulit saya tidak bisa login karena ada verifikasi data wajah padahal sudah sesuai data ktp wajah juga masih sama tapi selalu gagal tolong dibenahin ini,1
91,2022-12-16 01:01:10,Ardhi surya Hutama3006,ancur gakk bisa verifikasi wajah padahal data semua lengkap masih aja di suruh balik ke awal tolong di perbaiki dengan cepat kenapa bisa seperti ini makin susah untuk login akun sendiri,1
92,2022-12-15 23:22:01,kustiningsih nuning,astaghfirullah tobat aku tobat tadinya verifikasi muka ngelag sekarang bisa tapi gagal masuk berkali kali ini bukan masalah pindah device tapi update sistem ampuuunn jelek banget sistemnya saya uninstall aja lah,1
93,2022-12-15 21:31:24,Trian Rismayanti,kecewa sama layanan mbanking yg sekarang mau daftar ulang data di mbanking dan harus verifikasi wajah sih ga masalah yang masalahnya sudah verifikasi wajah dengan benar gagal berkali2 gimana sih nih mbanking bca jadi mempersulit nasabahnya,1
94,2022-12-15 11:55:15,Anjar Suseno,sangat mengecewakan verifikasi mbca dipersulit ktp dan wajah dah benar masih gagal terus ini suatu downgrade bukan upgrade pdahal mbca sangat dibutuhkan setiap saat tidak seperti dulu yg mudah saat gonta ganti device sekarang jd menghambat transaksi,1
95,2022-12-15 08:16:35,Dori Hery,aplikasi jadi jelek saya ganti hp harus daftar ulang dengan verifikasi ktp tapi selalu gagal padahal sudah benar semua memang saya setuju harus ada verifikasi tapi ini kenapa sudah beberapa kali verifikasi dengan benar tetap saja selalu gagal tolong dong kembalikan aplikasinya ke versi yang sebelumnya terima kasih,1
96,2022-12-14 16:42:42,Rima Renata,semakin lama aplikasi mbca selalu jelek verifikasi info saldo harus pakai ktp dan pengenalan wajah tapi gagal teros gimana sih aplikasimu ini makin lama makin tidak jelas aplikasi yang dulu lebih bagus dr sekarang saya kerja transaksi uang jd terkendala krn kebanyakan verifikasi dan sangat rumit tolong segera perbaiki,1
97,2022-12-14 12:43:26,panoramamusik22,parah mau verifikasi aja susah sekarang sudah 10 kali ngulang foto ktp dan scan wajah tetap tidak bisa masuk coba betulin dulu aplikasinya percuma kami konsumen ngeluh di website tetap tidak bisa dipakai mbankingnya kurang tanggap csnya tidak bisa memberikan pelayanan kepada konsumen memang untuk keamanan tapi setidaknya perbaiki aplikasi sebelum di luncurkan ke publik saya aja daftar mbanking bank sebelah dengan cara yang sama langsung bisa,1
