,full_text,tweet_english
52,wali santri alumni ponpes salafiyah syafiiyah sukorejo situbondo deklarasi dukung baswedanmuhaimin iskandar cak imin,wali santri alumni ponpes salafiyah syafiiyah sukorejo situbondo declaration support baswedanmuhaimin iskandar cak imin
53,yaa allah tuhan kuasa kuasa lah negeri kepada muhaimin pimpin dapat ridhomuaamiin,oh god god the power of power is the state to muhaimin pimpin get ridhomuaamiin
54,debat banyak buah pikir muhaimin pada akhir memang benarbenar manfaat cerdas warga negaraemang paling bener pilih amin,debate many fruits of thought muhaimin at the end is really the benefits of smart citizens that most really choose amen
55,apa partai lo apa suku lo propinsi manupun kamu ada asal bawah bendera merah putih th 2024 presden aneis muhaimin like comen klo sama insa allah 2024 indonesia jaya,what is your party what is your tribe or province you have under the red and white flag of 2024 presden aneis muhaimin like comen klo sama insa allah 2024 indonesia jaya
56,gus muhaimin baswedan ahli debat tidak bicara juga definisi arah ubah,gus muhaimin baswedan expert debate did not speak nor the definition of direction change
57,kalau muhaimin sdh benar dong,if muhaimin is right
58,pilih paling rasional utk indonesia sdg baik baik adalah pasang amin 01 tetap pilih lalu jalan2 konstitusional demokratis 14 februari coblos no 01 muhaimin sy sampai jelas clear,choose the most rational for Indonesia good sdg good is tide amen 01 still choose then streets constitutional democratic 14 february coblos no 01 muhaimin sy until clear clear
59,generasi cerdas mudah tipu pesona palsu blunder muhaimin tetep menang telak polling online netizen cerdas tetep pilih amin siang jogja ujan hujan sgie cak imin giselle,generation of intelligent people easily deceive false charms blunder muhaimin still won a landslide online poll netizens smart still choose amen noon jogja ujan rain sgie cak imin giselle
60,gus muhaimin bijaksana bangettt jdi pimpin,gus muhaimin very wise jdi pimpin
61,hasil survei nasional indikator politik indonesia periode 2324 desember 2023 tempat urut pertama 467 unggul jauh paslon muhaimin cc,the results of the national survey of Indonesian political indicators for the period 2324 December 2023 first place 467 superior far paslon muhaimin cc
62,gus muhaimin hati sangat suci,gus muhaimin very pure heart
63,per detik saya nyata sepenuh hati dukung juang gera indonesia sama anis muhaimin sekian,per second I real wholeheartedly support juang gera indonesia sama anis muhaimin so
64,calon presiden capres nomor urut 1 baswedan aku diri pasang calon wakil presiden cawapres muhaimin iskandar selalu ter,presidential candidate for presidential candidate sequence number 1 baswedan I myself install vice presidential candidate vice president muhaimin iskandar always ter
65,lihat debat nilai muhaimin pimpin selalu milik solusi hadap bagai rintang kalian pasti nilai mana baik,see the debate on the value of muhaimin pimpin always belongs to the solution to your obstacles for sure which value is good
66,gus muhaimin sosok pimpin sangat lekat bagai lem alteko sangat kuat,gus muhaimin the figure of pimpin is very sticky like alteko glue is very strong
67,cuma orang bodoh tidak waras aja ama celoteh wali kota balikpapan rahmad masud ban nyata muhaimin iskandar cak imin kota balikpapan sulit listrik akses air bersih,only fools are not sane ama babble mayoralikpapan rahmad masud ban real muhaimin iskandar cak imin cityalikpapan difficult electricity access clean water
68,terimakasih sehat buah tekad jujur ikhlas pilih nama baswedan muhaimin iskandar,thank you healthy fruit honest determination sincerely choose the name baswedan muhaimin iskandar
69,liat ekspresi beliau tibatiba ubah pas kalimat andai kucing pak muhaimin beliau bukan sembarang beliau wibawa ken banget dapetin kaya beliauu,look at his expression suddenly change the sentence if the cat sir muhaimin he is not just any authoritative kenet really rich dapetin diau
70,kira2 orang aceh percaya ya bismillah amin presiden republik indonesia2024 2029 aamiin,about aceh people believe yes bismillah amin president of the republic of Indonesia2024 2029 aamiin
71,gw tantang founder lembaga survey kalau muhaimin tang pilpres 2024 bubar diri lembaga surpei nya berani gak,"i challenge the founder of the survey institution if muhaimin tang 2024 presidential election dissolves itself, the surpei institution dares not"
72,polling anak bola 1 muhaimin amin 2 gibram pg 3 gm,ball child poll 1 muhaimin amen 2 gibram pg 3 gm
73,anies tanggap santai kelakar ketua umum pbnu yahya staquf soal muhaimin iskandar tak menang pilpres 2024,anies relaxed funny general chairman pbnu yahya staquf about muhaimin iskandar not winning the 2024 presidential election
74,pontianak punye cerite datang ubah sambut riang gembire 14 februari kamek bukti muhaimin pemenangnye amin,vampire punye cerite come change welcome merrily gembire 14 february kamek proof muhaimin winnernye amen
75,yakin akhir kerucut semua ummat islam pilih muhaimin tanggal 14 februari 2024,"sure the end of the cone of all Muslims choose muhaimin on February 14, 2024"
76,segitunya uang subhanallah padahal enak nyebut pak pak pak muhaimin pak pak jejak digital jadi saksi kelak,all the money is subhanallah even though it's good to say sir sir sir muhaimin sir digital footprint as a witness later
77,hati gus muhaimin pancar bersih takwa luar biasa,heart gus muhaimin emitting a clean fear of the extraordinary
78,satu keluarga nyoblos capres sama survei litbang kompas tunjuk ratarata satu keluarga pilih capres sama pilpres pasang milik kelompok pilih loyal keluarga tinggi ikut muhaimin prabowogibran,one family nyoblos presidential candidate same R & D survey compass show average one family choose presidential candidate same presidential election tide belongs to select group loyal high family participate muhaimin prabowogibran
79,yuk jangan ragu rambah medsos tiktok gaung amin muhaimin presiden,"come on, don't hesitate to browse the tiktok gaung amin muhaimin presidential social media"
80,ngerasa pintar percaya diri salut sama segala pintar buat muhaimin rasa bodoh,feeling smart confident salute everything smart makes muhaimin feel stupid
81,hebat antara semua paslon muhaimin,great among all paslon muhaimin
82,anies muhaimin milik mampu eksekusi implementasi bijak laku sungguhsungguh capai hasil harap,anies muhaimin belonging to able to execute the implementation of wise behavior really achieve the results hope
83,smoga shat sllu,smoga shat sllu
84,serah kau lah kalo aku amp keluarga tetap pilih no 1 muhaimin aja deh,hand it over to you if I & my family still choose number 1 muhaimin aja deh
85,amin arti percaya kira2 rakyat percaya fahri apa amin bismillah amin presiden republik indonesia2024 2029 aamiin,amen arti believe kira2 rakyat believe fahri apa amin bismillah amin president of the republic of Indonesia2024 2029 aamiin
86,sorry yeh sorry yeh keluarga pasti pilih pasang amin pilpres baswedan presiden muhaimin iskandar wapres rakyat makmur sejahtera indonesia jaya,sorry yeh sorry yeh family will definitely choose to install amen presidential election baswedan president muhaimin iskandar vice president of the prosperous people of Indonesia jaya
87,udah kejar survei indikator politik elektabilitas 467 persen 245 persen muhaimin 21 persen via com,have pursued a survey of electability political indicators 467 percent 245 percent muhaimin 21 percent via com
88,ingat tanggal 14 februari 2024 pilih baswedan abdul muhaimin iskandar,"remember on February 14, 2024, choose baswedan abdul muhaimin iskandar"
89,kiai santri jatim tekad menang muhaimin pilpres 2024,kiai santri jatim is determined to win muhaimin the 2024 presidential election
90,bismillah amin presiden republik indonesia2024 2029 aamiin,bismillah amen president of the republic of Indonesia2024 2029 aamiin
91,467 responden pilih ada peringkat 245 pasang muhaimin ada posisi tiga dengan 21 78 responden lain tahutidak jawab,467 respondents chose there are 245 pairs of muhaimin there is a position of three with 21 78 other respondents know not to answer
92,ucap selamat natal tahun baru 2024 harap muhaimin ganjar,merry christmas new year 2024 hope muhaimin ganjar
93,selalu dukung muhaimin bisa bawa indonesia sejahtera,always support muhaimin can bring Indonesia prosperity
94,sumpit muhaimin siapa caprescawapres dukung anas urbaningrum tribun timur merah,chopsticks muhaimin who is the presidential candidate support anas urbaningrum red east tribune
95,ucap natal tahun baru ketua umum dewan urus pusat dpp partai bangkit bangsa pkb wakil ketua dpr republik indonesiabidang sejahtera rakyat dr hc drs a muhaimin iskandar selamat natal 2023 sahabatsahabat kristiani sekaligus sambut tahun baru 2024,say christmas new year chairman of the central management council dpp party rise nation pkb vice chairman of the parliament of the republic of indonesian people's welfare council dr hc drs a muhaimin iskandar happy christmas 2023 sahabatsahabat christian at the same time welcome the new year 2024
96,pasang calon nomor 01 baswedanmuhaimin iskandar sebut milik gagas jadi modal utama raih percaya publik bisa pimpin nanti sumber,install candidate number 01 baswedanmuhaimin iskandar said it belonged to gagas so the main capital was achieved trusting the public could lead later source
97,moga sukses jadi presiden republik indonesiadi survey aamiin bismillah amin presiden republik indonesia2024 2029 aamiin,may you be successful as president of the republic of indonesiadi survey aamiin bismillah amin president of the republic of indonesia2024 2029 aamiin
98,pak baswedan pak muhaimin iskandar beri semangat baru nkri masa depan perubahah kampanye sangat kena hati masyarakat,mr. Baswedan Mr. Muhaimin Iskandar gave a new spirit to the future of the campaign changeer very much got the hearts of the community
99,makanya pdip nasdem interogasi muhaimin bagaimana hafal jawab tanya muhaimin kalau tanya dibocorin,that's why pdip nasdem interrogation muhaimin how to memorize the answer to muhaimin's question if the question is leaked
100,seyogyanya sama kader nu dukung penuh muhaimin moga izin allah swt berkat rasulullah saw muhaimin menang 1 putar amin menang nkri jaya aamiin yaa rabbal aalamiin yakin semua ummat islam satu pilih muhaimin,should be the same cadre nu fully support muhaimin may the permission of Allah SWT thanks to Rasulullah saw muhaimin win 1 turn amin win nkri jaya aamiin yaa rabbal aalamiin sure all Muslims one choose muhaimin
101,seru nih dua mantan gubernur jadi ketua tim jabar 2 pasang caprescawapres beda kang aher muhaimin kang emil siapa lebih mumpuni lets see,"exciting, two former governors become West Java team leaders 2 pairs of different presidential candidates kang aher muhaimin kang emil who is more qualified lets see"
102,alhamdulillah makin banyak orang dukung amin insya allah muhaimin jadi pimpin amanah bawa ubah indonesia adil makmur sejahtera,alhamdulillah more and more people support amen insha allah muhaimin so lead the mandate to bring change Indonesia justly prosperous
103,survei unggul seluruh wilayah jateng diy kalah dki,"superior survey of the entire Central Java region, diy lost to dki"
104,cak imin mantap malah debat saya jadi kagum sama muhaimin iskandar cerdas beliau rendah hati sombong sok pinter bahasa keluar mudah erti baik buat cak imin,cak imin steady even my debate so impressed with muhaimin iskandar smart he is humble arrogant pretentious language out easy meaning good for cak imin
105,suasana pulang santri al hilal 1 cililin selamat libur adikadik,home atmosphere of santri al hilal 1 cililin happy holidays sister
106,masyarakat nu biasa nilai siapa sosok gus yahyaketua pbnu kotorveesi kami yakin warga nu putus pilihany antar gus muhaimin danbpk mahfudyg bukan kader nu nu sangat rugi bila pilih calon d luar garis nu,nu ordinary people value who is the gus yahyaketua pbnu kotorveesi we are sure nu residents broke up between gus muhaimin and bpk mahfudyg is not a cadre nu nu very loss when choosing candidates d outside the line nu
107,gus muhaimin imut,gus muhaimin cute
108,survey lembaga imds tanggal 25 desember 2023 1 baswedan muhaimin 73 2 subianto 20 3 pranowo md 7,"imds institute survey dated December 25, 2023 1 baswedan muhaimin 73 2 subianto 20 3 pranowo md 7"
109,dukung 01 konon bangga dgn diri sendiri bebas kritisi pak pak muhaimin sungkan,support 01 said to be proud of yourself free from criticism Pak muhaimin sungkan
110,gus muhaimin sosok pimpin lekat rendah hati,gus muhaimin figure of a humble clingy leader
111,calon wakil presiden nomor urut 1 muhaimin iskandar ungkap alas dulu dukung bangun ibu kota nusantara ikn,vice presidential candidate sequence number 1 muhaimin iskandar said that alas first supported the building of the capital city of the archipelago IKN
112,eks wapres republik indonesiake10 ke12 jusuf kalla beri dukung pasang calon paslon calon presiden calon wakil presiden caprescawapres nomor urut 1 baswedan muhaimin iskandar alias cak imin pilpres 2024 ist,ex-vice president of the republic of indonesiake10 to12 jusuf kalla gave support to the pair of candidates for the presidential candidate candidate vice presidential candidate vice president number 1 baswedan muhaimin iskandar alias cak imin pilpres 2024 ist
113,tanya muhaimin jawab dgn benar gibran,asked muhaimin answered correctly gibran
114,ngeliat gus muhaimin bicara tidak tahu lihat jujur gus muhaimin keren berani jawab itu,ngeliat gus muhaimin talk don't know see honestly gus muhaimin cool dare to answer that
115,jakarta wali santri alumni pondok pesantren ponpes salafiyah syafiiyah sukorejo situbondo kumpul deklarasi diri menang pasang nomor urut 1 baswedanmuhaimin iskandar cak imin,jakarta guardian of santri alumni of pesantren ponpes salafiyah syafiiyah sukorejo situbondo collect self-declaration win pairs of sequence numbers 1 baswedanmuhaimin iskandar cak imin
116,lihat gus muhaimin adem banget kaya teduh bawah pohon,see gus muhaimin adem really rich in shade under the tree
117,anies sebut apa sampai pasang muhaimin iskandar cak imin milik dasar tegas kembang 40 kota tak sama bangun ikn,anies call what to install muhaimin iskandar cak imin belongs to the basic firm kembang 40 cities are not the same build ikn
118,barakallah guss muhaimin iskandar insyaallah bawa ubah,barakallah guss muhaimin iskandar insyaallah bring change
119,masukin poling min gw ikut poling suara aniesmuhaimin,enter the poll mean I participated in the poll aniesmuhaimin
120,kota cilegon hadir bpkanies baswedan bpkmuhaimin iskandar,cilegon city present bpkanies baswedan bpkmuhaimin iskandar
121,udah biasa bismillah amin presiden republik indonesia2024 2029 aamiin,it's common bismillah amen president of the republic of Indonesia2024 2029 aamiin
122,capres nomor urut 1 beri respons atas canda tum pbnu gus yahya sebut muhaimin iskandar akan menang milu 2024 pihak tak ambil pusing kait canda sebut download play store app,presidential candidate sequence number 1 give a response to jokes tum pbnu gus yahya say muhaimin iskandar will win milu 2024 the party does not take care of the hook jokes say download play store app
123,gus muhaimin luar biasa amin 2024,gus muhaimin superb amen 2024
124,debat cawapres kemarin bikin gregetan utama pas bahas ikn jadi pikir calon wakil presiden muhaimin mana paling pas,the vice-presidential debate yesterday made Gregetan the main point when discussing IKN so I think which vice-presidential candidate is the most suitable
125,cawapres nomor urut 1 cak imin muhaimin iskandar janji tambah dana riset brin berapa dana riset brin tahun 2023,vice president number 1 cak imin muhaimin iskandar promise to add brin research funds how much brin research funds in 2023
126,tagas dukung ulama kyai jawa barat utk paslon no 01 baswedan muhaimin iskandar,tagas support ulama kyai west java for paslon no 01 baswedan muhaimin iskandar
127,menang muhaimin mulai asa turun gunung nya pak sby tak pihak 02,win muhaimin began to despair down the mountain sir sby not party 02
128,muhaimin iskandar cak imin anggap aneh rakabuming soal ide bangun 40 kota baru tara jakarta baswedan lantang bela baswedan lurus maksud cak imin juga cawapresnya tidak disalahartikan kubu gibran,muhaimin iskandar cak imin consider it strange rakabuming about the idea of building 40 new cities tara jakarta baswedan loudly defending baswedan straight meaning cak imin also vice president is not mistaken for Fort Gibran
129,gus muhaimin bikin hati sejuk,gus muhaimin make your heart cool
130,anies wan angin den wadas kalo apa muhaimin cak duren samsul belimbing sayur anak haram konstitusi md rm sederhana,anies wan wind den wadas apa muhaimin cak duren samsul starfruit vegetable child illegitimate constitution md rm simple
131,kpu kan gelar pilpres bisa dong ancam sm udah jelas curang nya,kpu right the title of presidential election can dong menace sm is clearly cheating
132,yabetul hemat biaya saudara bangsa se tanah airkita menang pasang 01 aniesmuhaiminamin,yabetul cost-effective brother nation in our homeland win pairs 01 aniesmuhaiminamin
133,anies muhaimin pondok pesantren lirboyo tanggal 25 desember 2023 di sini optimis pilpres bukan sekadar ajang elektoral pilih rakyat pilih pimpin yang baik,"anies muhaimin lirboyo boarding school on December 25, 2023 here is optimistic that the presidential election is not just an electoral event for the people to choose a good leader"
134,skor debat jauh 3 1 2 muhaimin 1 2 3 dar opini pribadi maaf kalo salah,far debate score 3 1 2 muhaimin 1 2 3 of personal opinion sorry if wrong
135,gus muhaimin mau lambat utk laku ubah utk indonesia adil makmur semua,gus muhaimin want to be slow to practice change for Indonesia just prosperous all
136,sifat asli yang buat diri kalah 3x kontes pilpres,the real nature that makes you lose 3x presidential election contest
137,aku meleis kwn je dgn keling banyak dr tu cina bukit ramai sbb dulu duduk nang siap hiking sama bawa anjing belah,i meleis kwn je with many rivets dr china hill crowded as before sit nang ready to hike together bring a split dog
138,alas muhaimin evaluasi dukung ikn ada investor masuk terus prioritas,alas muhaimin evaluation support if there are investors continue to prioritize
139,seledri semangkuk bakso bagi rupa muhaimin iskandar cawapres masalah lebih baik tidak ada situ,celery a bowl of meatballs for the appearance of muhaimin iskandar vice president the problem is better not there
140,klo pingin muhaimin presiden amp wapres penting rakyat tuju ngk pak ajak tulus ikhlas jangan jual umat pak malu rakyat muak dengan badut politik,"if you want muhaimin the president & vice president is important to the people, please ask sincerely not to sell the people, sir, shame the people are fed up with political clowns"
141,makanya pilpres yad jangan pilih kaih karpet merah usaha china pasang anis muhaimin menang amin nomor 1,that's why pilpres yad don't choose red carpet china business pairs anis muhaimin win amen number 1
142,ada nasionalis amin 01 baik satu dua putar libas habis muhaimin rakyat muak rezim rezim tak pernah ubah kini saat ubah insyaallah hasil dari rakyat rakyat jadi nyata,there is a nationalist amen 01 either one or two twists libas exhausted muhaimin the people are sick of the regime the regime has never changed now when changing God willing the results of the people become real
143,acara sisi tvone tema debat cawapres tunggu akan kejut usamah abdul aziz selaku jubir muda muhaimin kata cak imin punya gratitude understanding sangat tau apa butuh orang itu ia juga kata,tvone side show debate theme vice president wait will surprise usamah abdul aziz as a young spokesman muhaimin said cak imin has gratitude understanding really knows what the person needs he also said
144,baca tulis yang meski tdk singgung dinastisasi jelas tunjuk jalur kaderisasi lbh dominan lahir calon pimpin ahy puan tdkbelum temu jalan utk kasus yenny wahid mgkin beda cerita anda muhaimin tdk akuisisi pkb,read and write that despite not mentioning dynasty clearly shows the path of cadre cadre LBH dominant born candidate to lead ahy madam has not met the road for the case of yenny wahid mgkin different your story muhaimin not acquisition pkb
145,gus muhaimin effect ragu kalian power beliau insya allah dukung doa restu lahir batin masyayikh terus alir menang amin,gus muhaimin effect doubt you are his power insha allah support prayer blessing birth inner community continue flow win amen
146,ponpes lirboyo cabang ke20 semarang deklarasi dukung aniesmuhaimin,ponpes lirboyo 20th branch semarang declaration support aniesmuhaimin
147,beda jauh udh 20 th alam dpr yudikatif eksekutif muhaimin baru brp tahun jadi tri tenaga kerja amp wakil ketua dpr e belimbing karbitan baru 2 th jadi walikota terus jadi cawapres ilegal beda jauh,the difference is far udh 20 th nature of judicial dpr executive muhaimin just brp year so tri manpower & vice chairman of dpr e leather new carbitan 2 th so the mayor continues to be vice president illegally far different
148,tum pbnu bilang muhaimin tak menang begini respon anies,tum pbnu said muhaimin didn't win like this anies response
149,libur tlh tiba rekreasi jg yang pulang kampung hati ttp teguh pilih muhaimin utk jadi presiden wakil presiden 20242029,holiday tlh arrived recreation jg who returned to the village of the heart but firmly chose muhaimin to be the president vice president 20242029
150,gus muhaimin memang sosok pimpin top,gus muhaimin is indeed a top pimpin figure
151,gus muhaimin sangat alim,gus muhaimin very pious
152,moga pak anis dlm lindung allah swt gus muhaimin ttp solid juang sama ummat rakyat selamat nkri dari tangan tangan rezim tdk pikir adil sejahtera rakyat,may sir anis in the protection of allah swt gus muhaimin ttp solid fight with the people survive nkri from the hands of the regime do not think it is fair to prosper the people
153,cawapres nomor urut 1 muhaimin iskandar ungkap alas ubah haluan usai ikut potong tumpeng ikn cak imin kata ikut dukung ikn harap investasi besar masuk,vice president sequence number 1 muhaimin iskandar said the base changed course after taking part in the cone cone ikn cak imin said to support ikn hope big investment comes in
154,luar biasaelektabilitas tempat urut atas unggul jauh anis baswedanmuhaimin pranowomahfud md oke banget,"extraordinary, the electability of the top massage place is superior, far anis baswedanmuhaimin pranowomahfud is very good"
155,masyallah bngt gus muhaimin hati sangat sejuk orngnya baik hati,masyallah bngt gus muhaimin very cold heart orngnya kind
156,lihat muhaimin lihat ustadz baik hati,see muhaimin see ustadz benevolent
157,calon wakil presiden nomor urut 1 muhaimin iskandar alias cak imin singgung sgie tanya soal sgie cak imin nyata singkat sego goreng iwak endog cak imin nyata jawab bagus kan soal bank syariah soal ekonomi bas,vice presidential candidate sequence number 1 muhaimin iskandar alias cak imin mention sgie ask about sgie cak imin real short sego goreng iwak endog cak imin real good answer right sharia bank about bus economy
158,paslon nomor urut 01 baswedanmuhaimin iskandar cak imin nomor urut 02 subiantogibran rakabuming nomor urut 03 pranowomahfud md subianto,paslon sequence number 01 baswedanmuhaimin iskandar cak imin sequence number 02 subiantogibran rakabuming sequence number 03 pranowomahfud md subianto
