,full_text,tweet_english
30,solo sukses berkat gibran jakarta jateng kayak perlu ubah besar,solo success thanks to gibran jakarta jateng kayak need to change big
31,asyik lahan basah nih korup rame rame,engrossed in corrupt wetlands rame rame
32,matur suwun nggih pak moga rakyat waras cerdas meiliki pikir negatif sama panjenengan nggih pak,maturity suwun nggih sir may the sane people be smart have negative thoughts with longevity sir
33,gibran bikin solo hebat cak imin mungkin sibuk cari kunci sukses politik sungguh,gibran makes a great solo cak imin may be busy looking for the key to political success really
34,rawan gibran tembak rawan gibran camat banyuates sampang madura nama m 49 tembak orang tak kenal kamis 2112 pukul 0930 wibkabar benar tim nasihat gibran letjen tni purn sjafrie sjamsoedin,prone to gibran shooting prone to gibran camat banyuates sampang madura name m 49 shoot people who do not know Thursday 2112 at 0930 wibkabar true gibran advice team lieutenant general tni purn sjafrie sjamsoedin
35,istri gibran tau posisikagak nafsu paksa diri ama iatri ganjarsaking nafsu kebablasanberbahaya,wife gibran know posisikagak lust forced self ama iatri ganjarsaking lust excessesdangerous
36,gibran bikin solo gemilang cak imin mungkin cari kunci ajaib politik,gibran makes solo scintillating cak imin maybe looking for the magic key of politics
37,gibran bikin solo hebat cak imin mungkin sibuk cari kunci jawab buku politik,gibran makes a great solo cak imin may be busy looking for the answer key to a political book
38,bapak bisa ngutak ngutik konstitusi,you can not ignore the constitution
39,ahahahhaa rill banget feo hari full senyum sih,ahahahhaa rill really feo day full of smiles anyway
40,gibran bikin solo hebat cak imin seperti cari resep ajaib politik,gibran makes a great solo cak imin like looking for a political magic recipe
41,menang gibran asa atmosfer surabaya madura dekade08,win gibran asa atmospheric surabaya madura decade08
42,gibran hasil cipta hasil solo jakarta jateng jauh kata sukses,gibran created by jakarta jateng solo results far from success
43,tuhan mana tong,god mana tong
44,gaya pimpin bikin jakartajateng malah merosot beda banget sama gibran penuh prestasi,pimpin style makes jakartajateng even degenerate very different from gibran full of performance
45,gibran bikin solo hebat cak imin nampaknya sibuk cari kunci sukses dalam laci politik,gibran makes a great solo cak imin seems busy looking for the key to success in the political drawer
46,bocil songong,bocil songong
47,gibran bikin solo gemilang cak imin mungkin sibuk cari jalan tuju podium politik,gibran makes solo glorious cak imin may be busy looking for a way to the political podium
48,wkakaka bapak pas bikin loe otak porno aja lu mungkin bences kali dukung iq bawah 70bkata hashim tara dng munyuk,wkakaka father pas makes porn brain loe aja lu maybe bences times support iq below 70bkata hashim tara dng munyuk
49,gibran bikin solo hebat cak imin mungkin sibuk cari jalan keluar labirin politik,gibran makes a great solo cak imin may be busy looking for a way out of the political labyrinth
50,airlangga gibran jawara pilpres perlu putar dua dekade08,airlangga gibran jawara election president needs to rotate two decades08
51,terus terang sini gua sangat rispek ama si giring apa zaman makin modern teknologi makin canggih banyak anak muda genz udah melek apa crypto apa teknologi blockchain gua orang airdropper yakin 02,"frankly, I am very risky, what are the more modern times, technology is getting more sophisticated, many young people genz are already literate what is crypto, what is blockchain technology, airdropper people are sure 02"
52,gibran pinter banget solo ekonomi lejit di jakartajateng bikin lesu,gibran pinter very solo economy ledger in jakartajateng make lethargic
53,duh md nyata pernah langgar etika jadi ketua mk,duh md has actually violated the ethics of being the chairman of mk
54,tim kampanye nasional tkn gibran sebut gibran rakabuming raka tak ubah gaya debat meski jadi sorot mau jadi satee kek nya,the national campaign team of tkn gibran called gibran rakabuming raka did not change the style of debate even though it was highlighted to be the satay of the cake
55,solo cemerlang gibran jadi andal jakarta jateng hmmm jauh harap,solo brilliant gibran so reliable jakarta jateng hmmm away hope
56,solo sinar gibran pimpin cerdas cak imin mungkin lebih baik fokus halhal sesuai kapasitas,gibran beam solo intelligent lead cak imin may better focus halhal according to capacity
57,es ge i egitu mas bukan nya es gi ay ikliatan saja baca teks baca kepanjangannyasingkatan binggris ucap bindonesia kata lulus singapura dasar tipu publik ajar jangan nyontek terus dengar dri earphone,es ge i egitu mas not its es gi ay ikliatan just read the text read the abbreviation binggris said bindonesia said pass singapore basic public deceit teach don't cheat keep hearing from earphones
58,gibran atur ekonomi solo cak imin atur jakarta aja kacau,gibran set the economy solo cak imin set jakarta just messed up
59,senjata licik malu lawan narasi karang sendiriniatnya licik semua orang lihat dengar apa di sampai samsul tidak masukbnyak asbun cm dukung nya sibuk nyucinyebokin kuasa panggung tp isi nolkosong,cunning weapons shy against the coral narrative itself cunning everyone see what to hear until samsul does not enterbnyak asbun cm support it busy nyucinyebokin power stage tp fill nolkosong
60,gibran punya prestasi solo tambah maju jakartajateng malah mundur bawah muhaimin,gibran has solo achievements plus advancing jakartajateng and even retreating under muhaimin
61,gibran bukti solo lebih maju apa dia bukti lama,gibran solo evidence is more advanced what is old evidence
62,gibran bikin solo gemilang cak imin mungkin sibuk cari kunci sukses politik hilang,gibran makes solo scintillating cak imin may be busy looking for the key to political success is lost
63,gibran bikin solo gemilang cak imin mungkin sibuk meta daerah bisa pakai politik,gibran makes solo scintillating cak imin maybe busy meta area can use politics
64,surabaya madura gemuruh airlangga yakin gibran menang dekade08,surabaya madura rumbling airlangga sure gibran win decade08
65,gibran bikin solo hebat cak imin kayak sibuk nyari jalan keluar jalan tol politik,gibran makes a great solo cak imin like busy looking for a political toll road exit
66,dukung mas aja bang arti pasti asli dukung jokowi,support mas aja bang arti pasti asli support jokowi
67,sehat selalu mas gibran ammin,healthy always mas gibran ammin
68,gk kalian rabajangan tanya,gk you rabajangan tanya
69,gibran bikin solo kini cak imin kayak nyari charger baterai politik,gibran make solo now cak imin kayak nyari charger battery political
70,solo unggul gibran pimpin cerdas cak imin mungkin lebih cocok posisi tidak terlalu tuntut,superior solo gibran pimpin intelligently cak imin may be more suitable position less demanding
71,capresmu bohong awas aja yaa lu paling tandain lo olah paling bener klo mas gibran pak beneran menang awas ajalo,"your presidential candidate is lying, just watch out, okay, you are the most signin lo the most correct process, klo mas gibran pak really won, watch out ajalo"
72,gibran hasil buat solo lebih baik jakarta jateng ada kerja rumah,gibran results for solo better jakarta jateng have homework
73,allah lu masuk lewat jalur haram gk usah samain seluruh anak muda deh najis anak haram perintah lu mau sejarah rusak grgr lu,god you entered through the illegal route gk try to save all the young people deh unclean bastards your orders want history broken grgr lu
74,kau bilang suhu nyata tipu pake perangkat komunikasi,you said the real temperature is a lie using a communication device
75,gerindra jabar target 65 persen suara prabowogibran,gerindra jabar target 65 percent prabowogibran vote
76,tetap gibran menang sesuai wangsit eyang prabu siliwangi,still gibran win according to wangsit eyang prabu siliwangi
77,debat cawapres kapan sih,the vice presidential debate when the hell
78,gibran bikin solo eks cak imin kayak sibuk nyari peta politik,gibran make solo ex cak imin like busy looking for a political map
79,cek fakta apbn solo masa gibran samsul belum,fact check apbn solo time gibran samsul not yet
80,hh palsu ngk nih,hh fake ngk nih
81,monggo mampir mbak solo solo pernah nama tipu soal makan,monggo stop by mbak solo solo ever name lie about eating
82,akan lapor sudah keruh suasana plus kena pasal uu ite,will report that the atmosphere is cloudy plus it has to be about uu ite
83,njir weyy jgn diingatinmerusak mood inimana brengosan wkwkwkw,njir weyy do not rememberindestroy this mood where brengosan wkwkwkw
84,kan kalau udah kandang jafi sama dng gibranmaka gemuk dalam kandang wkakaka,right if it's the same jafi cage with gibranmaka gibranmaka fat in the cage wkakaka
85,cocotnya walikota nkri sang jago ngibul,cocotnya mayor nkri the jago ngibul
86,nilai banyak orang bukan nilai buzzer terus moles akan gibran menang debat cukup diketawain dan sambil beol,the value of many people is not the value of buzzers and then moles will gibran win the debate enough to be offered and while beol
87,patah kata no,broken word no
88,kemenag cari panggungmudah2an ini ummat makin faham siap rezim jokowi tinggal pasang terus jokowiprabowogibran,"the Ministry of Religion finds this easy stage, the ummah understands more ready the jokowi regime to stay put directly jokowiprabowogibran"
89,penting ngumpul bokeper rusak moral pikir,it is important to collect bokeper damaged moral thought
90,gibran bikin solo hebat cak imin mungkin sibuk cari strategi politik tepat,gibran makes a great solo cak imin may be busy looking for the right political strategy
91,jangan langsung percaya buzzer samsung gibran benar data wisatawan solo lebih besar,don't believe the samsung gibran buzzer right the solo traveler data is bigger
92,begal konstitusi apa itu ngarbit jadi cawapres siapa memang org dikarbit jadi cawapres jadi gibran cawapres jokowi bukan partai jgn krn benci hilang waras anda bisa jadi cawapres harus calon partai bukan orang,what is a ngarbit constitution so vice president who really is a person carved into a vice president so gibran vice president jokowi not a party don't you hate losing your mind can be a vice president must be a party candidate not a person
93,gibran gila gw keren banget kemarin,gibran crazy I was so cool yesterday
94,cukup lah wakil kan,enough representatives right
95,gibran kini punya gelar baru anak muda licik makin liat sifat asli publik merespon sentimen negatif,gibran now has a new title the more cunning young people see the original nature of the public respond to negative sentiments
96,dukung gibran kalo hina beeuhhh jahat allah,support gibran if it is despicable beeuhhh evil god
97,akun gibran apa sih yang tau,gibran account what the hell do you know
98,liat emang bodoh lu kata ama huruf aja gabisa bedain gamasalah kalo lu mau ngeklaim lu lebih pinter gibran kalo bikin dirilu neng mah sah sah aja lu kan emang butuh seng buat hibur miskin lu,look stupid you said ama letter aja gabisa difference gamain problem if you want to claim you are more pinter gibran if you make dirilu neng mah legit legit aja you right emang need zinc for your poor entertainment
99,ga jadi naik pbb solo era gibran,ga so ride pbb solo era gibran
100,walikota hasil ngemis bajing sumber solo,mayor results from begging for solo resources
101,dislepet gibran soal ikn debat kemarin udh punya sempat buat menyangggah alhasil baru klarifikasi lewat media dukung 01 aku performa cak imin krg bagus debat kemarin tidak berani debat kampus amp ruang publik,dislepet gibran about IKN debate yesterday udh had time to refute the results of the new clarification through the media support 01 I performance cak imin krg good debate yesterday did not dare to debate campus & public space
102,jadi gibran bohong lah artinyawaduh,so gibran lie is what it means waduh
103,gibran bikin solo jadi pusat perhati cak imin nampaknya sibuk nyari wifi dunia politik,gibran makes solo the center of attention cak imin seems busy nyari wifi political world
104,sukses gibran pilpres jadi prestasi positif harap tkd indramayu dekade08,successful gibran election so a positive achievement hope tkd indramayu decade08
105,solo booming jakarta melompong cak imin harus ajar gibran deh,solo boom jakarta rebounding cak imin must teach gibran deh
106,kelompok masih sj ribut urus calon gibran tanda mrk tdk yakin dgn jago sendiri,the group is still in a frenzy manage the candidate gibran sign mrk not sure with the champion himself
107,survei tunjuk prof unggul atas cak imin gibran ada posisi paling buncit gibran anggap dukung paling kuasa panggung padahal nilai karena shock debat capres tampil hancur lebur,surveys show prof superiority over cak imin gibran there is a position of the most distressed gibran consider supporting the most power of the stage even though the value because the shock of the presidential debate appears to be destroyed
108,solo juara jakarta merana cak imin harus ambil kursus gibran,solo champion jakarta languish cak imin must take gibran course
109,maaf gibran bkn cermin anak muda masa kini,sorry gibran bkn mirror young people today
110,anda jangan cari masalah keruh plus buat ujar benci ini teman staf khusus presiden republik indonesia bidang inovasi didik wakil ketua komisi x dpr republik indonesiawakil ketua dpr republik indonesiabahkan om isi jabat strategis polri,"you don't look for murky problems plus make you hate this special staff friend of the president of the republic of Indonesia in the field of innovation, educate the vice chairman of the commission x parliament of the republic of Indonesia, represent the chairman of the parliament of the republic of Indonesia, give om the contents of the strategic office of the national police"
111,prestasi gibran bikin jakarta jateng jadi bahan tertawa ekonomi solo unggul jauh,the achievement of gibran makes jakarta jateng become the laughing stock of a superior solo economy far
112,gibran cak imin kayak nyari semangat,gibran cak imin kayak nyari roh
113,gibran bikin solo kini cak imin kayak sibuk nyari charger politik,gibran make solo now cak imin like busy looking for a political charger
114,cak imin bukan hapal tau istilah dan jujur gibran selaaku tanya malah tidak hapal apa ditanyain cuma 4 kata sok inggris,cak imin not memorize know the term and honestly gibran selaaku ask even not memorize what is asked only 4 words sok english
115,banding gibran kayak cak imin lebih cocok jadi motivator pimpin,the appeal of gibran kayak cak imin is more suitable to be a lead motivator
116,gibran punya formula sukses cak imin kayak sibuk baca buku resep pimpin,gibran has a successful formula cak imin like busy reading the lead recipe book
117,gibran hasil buat solo lebih maju jakarta jateng jauh tinggal,gibran results for more advanced solo jakarta jateng far away
118,gibran bikin solo hebat jakartajateng hmmm kurang gebrak positif,gibran makes a great solo jakartajateng hmmm less positive
119,anjoy keluar kata2 andal 01 emang sipaling baek si paling cerdassi paling santunsi paling bersih maaf sering bikin ulah 01 amp 03 dukung gibran mah santuy,anjoy out the words reliably 01 emang sipaling baek the most intelligent the most polite the cleanest sorry often makes a tantrum 01 & 03 support gibran mah santuy
120,buruh jepara gibran bangga dekade08,japanese labor gibran proud decade08
121,solo punya gibran hasil seperti cuma punya kecewa terus tambah,solo has gibran results like just have disappointed continue to add
122,hidup terus terus lingkup tamak serakah mohon cerah sodara sodara,life continues the scope of greed greed please bright sodara sodara
123,gausah lempar case jijik diwakilin ama gibran juga partai andai org susah gapernah masuk kampus modal power om dan saya jg bukan jilat pantat org kek partai 5 taun full jadi jongos jokowi doang lebih,gausah throw a case of disgust diwakilin ama gibran also the party if people find it difficult to enter the capital campus power om and me too not lick the ass of the party cake 5 full year so jongos jokowi doang more
124,gibran paham ekonomi cak imin kayak lebih paham bicara,gibran understand the economy cak imin kayak more understand speech
125,percaya diri banding presentase hasil visi misi ap dia laku d solo 5 th sj blm cukup lihat ubah 3 th skala banding harus apple to apple mas gibran,confidently appeal the percentage of the results of the vision and mission ap he sold d solo 5 th sj blm just see change 3 th scale appeal must be apple to apple mas gibran
126,aku gibran,i gibran
127,wkwkwk akhir ny aku mas gibran top debat kmren pintar mendadakmeskipun embel embel pake itu,wkwkwk at the end of my ny mas gibran top smart kmren debate all of a sudden-despite the appendage of the appendage
128,nah bruh,nah bruh
129,media asing label gibran rakabuming nepo baby apa teliti bukti,foreign media label gibran rakabuming nepo baby what meticulous evidence
130,anak2 muda tdk paham bhw seperti kerjar tayang hafalanspt mangga dikarbityang lalu2klo diinterview gibran sering nyambung kosongmutu masy ya seperti usai nonton debat cawapres rawan alih dukung prabowogibran,young people do not understand bhw like working on airing memorization of mango in karbityang then2klo interviewed by gibran often connect blanklymutu masy yes like after watching the debate of vice president prone to over support prabowogibran
131,nah lhooyg sampai mas gibranboongatau gimana,well you know until mas gibranboong or what
132,lah umur bawah 40 punya hak dong 2024 terus bisa pakai buat anak siapa turut pasang takut sama gibran kena mental kalah dulu bertandinglawan,is that the age under 40 has the right to 2024 and can still be used for children who are also afraid of gibran getting mentally defeated first competing
133,prabowogibran pikir calon rakyat ada janin,prabowogibran thinks the people's candidate has a fetus
134,segala pake narasi gantung kunci dalem amplop,all uses of key hanging narrative dalem envelope
135,sy non gibran trs di masalah gibran apa sih lah semua jg pakai alat bantu mulai dr earphone microphone jg alat tulis,sy non gibran trs in gibran problems what is it that everyone also uses assistive devices starting from earphones microphones and stationery
136,gibran bukti cerdas solo gemilang jakarta jateng kacau bawah pimpin muhaimin,gibran proof smart solo glorious jakarta jateng chaotic under muhaimin leadership
137,buat artikel goblok kayak,make stupid articles like
138,gibran bikin solo hebat cak imin nampaknya sibuk nyari tunjuk petak politik,gibran makes a great solo cak imin seems busy looking for a political grid
139,uang nya alir hilir digital lama jadi usaha maksud,the money flows downstream old digital so the business intends
140,yg aneh elu gibran kwkwkw buly nasional sori ye sori ye,the strange elu gibran kwkwkw buly national sori ye sori ye
141,siap dukung gibran 2024lihat video sinar alam,ready to support gibrant 2024view natural light video
142,dadak mual gw lht muka pdhal hbs makan pake sate kambing heran,dadak nausea gw lht face pdhal hbs eat using goat satay wonder
143,hallo giring info loker,hello sleigh locker info
144,kurang jelas kan provokasi kena tegur 2x siapa ngapain bawa jago d sana kpu larang ko tiga kandidat coba kau bantah dgn berita kalau gibran laku provokasi,it's not clear if the provocation gets reprimanded 2x who did it bring the champion there kpu forbid ko three candidates try to argue with the news if gibran practices provocation
145,loh kalau penganbil bijak ubah arah lbh baik kan bagus lah wong pres jokowi ubah contoh ikn masuk rpjmn mlh jadi prioritas baru kasus calon gibran wkwkwk,"you know, if the bidders are wise to change the direction of LBH, it's good, right? wong pres jokowi change the example of entering rpjmn mlh to be a new priority in the case of prospective gibran wkwkwk"
146,berulll,berulll
147,cuma gelintir orang sj tdk suka pakta juta orang nenyukai gibran,just a few sj people don't like pact million people like gibran
148,cek fakta dlu makanya goblokkk yang video siapa yang sungkem siapa jadi buzzer emg bego sih tp bego jangan embat smua kali,fact check etc. That's why goblokkk the video who found out who was the buzzer emg bego anyway but bego don't embat it twice
149,kira mas gibran tugas pln tanya sama pln lah aku jarang matlis tuh,guess mas gibran task pln ask me the same pln is I rarely matlis tuh
150,spt negara milik jokowi,like the state owned by jokowi
151,moga sampe rendah diri jauh saya yakin lain mampu siap singkat amp istilah cukup fitur istimewa sebut lekat jokowi,let's hope until low self-esteem is far away I'm sure others are able to be ready to be short & the term is quite a special feature say sticky jokowi
152,usia masih dini dunia politik perintah moga mass terlalu jauh beri harap gagas dunia mampu,"at an early age in the world of politics, the mass order is too far away, give hope that the world will be able to"
153,kang cebok pantat kuda,kang cebok arse horse
154,gibran bikin solo hebat cak imin kayak sibuk nyari hati dunia politik,gibran makes a great solo cak imin like busy looking for the world of politics
155,gibran produktif cak imin cuman produktif omong,gibran productive cak imin only productive talk
156,ahli nya ahli,the expert the expert
157,dih nyambung bocah,connected boy
158,tkn gibran 2 logam tubuh rawan tembak,tkn gibran 2 metal body prone to fire
159,generasi gibran nih,generation of gibran here
160,maakkkcoba urang mau nanya klo tipu ngumpetnya bal ato lombok gmna y nangkep ayam kt sidik mau tangkep klo udh balik jkt lahh klo balik2 amp ngendoonn bal terusss gmnaa cobaaa ikan urang sedikiittt cerah nasional,maakkkcoba urang want to ask klo liu ngumpetnya bal ato lombok gmna y nangkep ayam kt sidik want to tangkep klo udh balik jkt lahh klo balik2 amp ngendoonn bal terusss gmnaa cubaaa ikan urang sedikiittt Sunny national
161,previlege bapak paman siapa nganggep anak muda nikmat nepotisme baby nepo,previlege uncle who nganggep young people delicious nepotism baby nepo
162,soal masuk gibran lewat mk anda sudah fair tidak tum soal tidak sreg soal,about entering gibran through mk you are already fair no tum about no sreg about
163,tetep baswedan presiden indonesia jokowi janji jokowi realisasi semua akhir dgn indah gagal,tetep baswedan president of Indonesia jokowi jokowi promise realization of all endings beautifully failed
164,prabowo gibran buruh jepara solid satu suara dekade08,prabowo gibran labor japan solid one voice decade08
165,ente ngerti bahasa indonesia suu jkw sbg kader pdip tegur kantor pdip bukan istana beda jkw sbg kader jkw sbg presiden siapa jkw pdip siapa gibran pdip siapa bobby pdip krn tegur lantas berhianat,ente understand indonesian suu jkw as cadre pdip reprimand office pdip is not a different palace jkw as cadre jkw as president who jkw pdip who gibran pdip who bobby pdip because reprimand then betray
166,wkakaka sekandng iq monyet ajak pilih masuk kandang wakkakak,wkakaka sekandng iq monkey invites you to enter the cage wakkakak
167,gibran bikin solo gemilang cak imin mungkin sibuk cari jalan hati masyarakat politik,gibran makes solo glorious cak imin may be busy looking for the heart of the political community
168,gokil gin sih mas admin,gokil gin anyway mas admin
169,catat gibran bukan wakil anak muda wakil perompak konstitusi usah bawa anak muda deh geli,"note gibran is not a representative of young people, representative of constitutional pirates, do not bring young people to be amused"
170,selamat hari natal,merry christmas
171,cawapres nomor urut 2 gibran rakabuming aku baru tahu debat dua masingmasing calon bawa contek yang maksud gibran pada sesi tutup closing statement,vice president sequence number 2 gibran rakabuming I just found out the two debates of each candidate brought the context that meant gibran at the closing session closing statement
172,buruh jepara gibran dukung kamu dekade08,japanese labor gibran support you decade08
173,omong ngedabrus pagi tahu sore tempe urus dagang martabak aja bangkrut padahal sdh topang modal milyaran entah mana uang mau buka 19 juta lapang kerja cukup bohong bpknya masa masih mau bohong anak jelas,say ngedabrus in the morning to know that in the afternoon the deal with martabak was bankrupt even though it had supported billions of capital somehow the money wanted to open 19 million working fields was quite a lie bpknya time still wanted to lie to children was clear
174,orang dr sekian banyak duduk nkri ragu mampu telah debat kemarin gw tidak percaya tampil anda,people from so many sit nkri doubt being able to have a debate yesterday i don't believe your appearance
175,makhluk etika gapunya malu,"ethical creatures, the gap is shy"
176,dukung kini buruh jepara ungkap cinta gibran dekade08,support now japanese labor express love gibran decade08
177,solo jadi primadona jakarta malah jadi bahan sindir cak imin baca dong tunjuk gibran,solo so primadona jakarta instead became a satirical material disk imin read dong show gibran
178,prabowo gibran aliansi buruh jepara gelar pesta dukung dekade08,prabowo gibran labor alliance jara title party support decade08
179,kerengge minum kencing sendiriitu berpusingpusing,kerengge drinking his own pee it spins around
180,4 kata doang banyak kata aku sedang bahas otak gibran tidak hapal 4 kata doang,4 words doang many words I'm discussing the brain gibran not memorize 4 words doang
181,gibran solo kece cak imin jakarta malah kacau,gibran solo kece cak imin jakarta even messed up
182,solo makin jaya berkat cerdas gibran jakarta jateng nampaknya ajar banyak,solo more victorious thanks to smart gibran jakarta jateng seems to teach a lot
183,gibran bukti solo lebih sinar jakarta prestasi luar biasa,gibran proof solo more ray jakarta extraordinary achievement
184,kirain ayah gibran,kirain gibran's father
185,gibran pamer sukses solo pamer jabat aja,gibran shows off successful solo shows off just off
186,saking sibuk gibran kayak cak imin lupa gimana cara maju daerah,so busy gibran kayak cak imin forget how to advance the area
187,gibran solo ekonomi lonjak cak imin mana,gibran solo economy soar cak imin mana
188,gibran bukti solo lebih jakarta cak imin kapan bikin prestasi,gibran evidence solo more jakarta cak imin when to make achievements
189,gibran sukses bawa solo puncak jakarta jateng tahu arah bawah muhaimin,gibran successfully brought solo peak jakarta jateng know the direction down muhaimin
190,segitu ajah mas gibran jauhjauh solo anak hebat pandai sembunyi ketidaktahuannya percaya diri kuat mungkin rasa anak presiden sekaligus walikota solo,that's how ajah mas gibran far away solo great children are good at hiding their ignorance strong confidence maybe the taste of the president's son as well as the mayor of solo
191,apresiasi debat cawapres rawan pandawa lima gibran mampu saing,appreciation of the vice-presidential debate prone to pandawa five gibran able to compete
192,solo jadi bintang berkat gibran jakarta jateng gelap era muhaimin,solo became a star thanks to gibran jakarta dark central Java era muhaimin
193,solo jaya gibran pimpin cerdas sayang cak imin gagal ukir prestasi mungkin lebih cocok jadi tonton,solo jaya gibran pimpin intelligently dear cak imin fail to carve achievements may be more suitable so watch
194,gibran hasil solo jadi pusat perhati cak imin mungkin perlu introspeksi diri kejar tinggal,gibran solo results so the center of attention cak imin may need introspection self chase stay
195,aduh cak imin solo aja lebih maju jakarta mending cari tahu deh rahasia sama gibran,ouch cak imin solo aja more advanced jakarta mending find out the secret with gibran
196,gibran ngejar prestasi malah kejar kecewa,gibran chases achievement instead of chasing disappointment
197,gibran bukti pintar solo sinar lebih jakarta jateng cak imin seperti lebih serius kerja,gibran evidence smart solo ray more jakarta jateng cak imin like more serious work
198,cc anda benar bohong cek data lengkap baru jadi cawapres aja sdh bohong rakyat,cc you really lied about the complete data check just so the vice president just lied to the people
199,gibran bawa angin segar usaha bawa angin sepoisepoi,gibran bring fresh air business bring wind sepoisepoi
200,gibran bikin solo eks cak imin kayak sibuk nyari hibur dunia politik,gibran makes solo ex cak imin like busy looking to entertain the world of politics
201,gibran hasil solo makin maju kerja bikin jakarta jateng puruk,gibran solo results the more advanced work makes jakarta jateng puruk
202,well said biasa low standart jadi pas apalan dikit bilang mvp dukung emang gampang girang,well said ordinary low standard so fitting little apples say mvp support is easy to be happy
203,solo syukur punya gibran jakarta jateng perlu baik besar,solo thankful to have gibran jakarta jateng need big good
204,gibran bikin solo lebih maju cak imin di belakang apa,gibran make solo more advanced cak imin behind what
205,wkwkwk kenyang makan tai gibran,wkwkwk full eating tai gibran
